5000 21487
117 1651 -882
117 2141 402
117 2319 706
117 4415 949
117 4546 -692
118 957 -638
118 1034 236
118 1184 -267
118 1352 75
118 1496 822
118 1641 -700
118 1792 -722
118 1849 -870
118 4283 -554
119 1684 -21
119 1765 -853
119 2220 159
119 3043 527
119 4111 -967
119 4193 478
119 4370 -353
119 4603 -442
120 1260 778
120 1968 -673
120 3261 -85
120 3757 -26
120 4218 793
120 4446 911
121 494 -809
121 1783 305
121 3893 501
121 3915 -65
121 4647 -768
121 4702 644
121 4746 977
122 2127 386
122 2404 -952
122 2504 525
122 2572 846
122 3631 319
122 4834 47
123 752 -155
123 953 844
123 965 -934
123 1350 922
123 1468 488
123 1964 -415
123 2380 -480
123 2586 676
123 2695 491
123 2870 418
123 2907 -741
123 3034 748
123 4773 963
124 529 714
124 1049 -361
124 2761 843
124 2881 -757
124 3048 -609
125 1201 823
125 3829 -847
125 3919 783
125 4255 967
125 4570 -765
125 4817 -949
125 4826 -308
126 183 -569
126 2400 848
126 3362 -192
126 3443 -744
126 3605 200
126 4572 934
126 4621 -413
126 4854 33
127 325 -537
127 512 -281
127 906 -485
127 1711 267
127 1846 206
127 2756 -561
127 3373 712
127 3670 410
127 4470 795
127 4493 168
128 505 -778
128 1239 161
128 1335 645
128 1776 33
128 2159 760
128 2337 982
128 3163 454
128 3183 991
128 3184 -186
128 3795 -686
128 4038 32
128 4448 -681
128 4851 -312
129 288 69
129 2125 693
129 2313 -737
129 2953 606
129 3071 -482
129 3273 -291
129 4046 -702
130 1342 884
130 1873 441
130 1880 -527
130 3089 -138
130 3720 409
130 3976 -711
130 4050 832
130 4596 -710
131 621 -799
131 1427 183
131 2901 -971
131 3515 23
131 3912 471
131 3950 -205
132 718 -621
132 1088 404
132 1574 369
132 1596 -500
132 1876 482
132 2227 -238
132 2375 898
132 3108 -46
132 3230 -244
132 4992 -463
133 608 -41
133 654 374
133 1081 -136
133 1114 428
133 1547 424
133 2659 155
133 3942 913
134 340 -890
134 481 -206
134 1338 -732
134 1536 -233
134 1737 423
134 2017 -186
134 2285 -532
134 2729 783
134 3104 713
134 3167 309
134 3275 -374
134 3700 -704
134 3851 564
134 4578 -357
134 4812 -494
135 936 -705
135 1170 871
135 1310 613
135 1596 -970
135 1764 -782
135 3379 250
135 4127 -882
136 1015 131
136 1342 432
136 1395 641
136 2809 -579
136 3139 -108
136 3883 487
136 4285 394
136 4583 481
137 256 964
137 409 687
137 659 607
137 1484 932
137 1582 866
137 1779 470
137 2154 639
137 2329 -230
137 2495 743
137 2599 926
138 237 -504
138 263 -205
138 673 -557
138 818 -375
138 2399 -396
138 2431 -468
138 2901 435
138 3033 -935
138 3054 -867
138 3476 558
138 4086 -810
138 4899 -351
139 761 457
139 939 4
139 1492 779
139 1502 -570
139 1548 19
139 1739 -382
139 2005 700
139 2712 -768
139 2962 76
140 529 -883
140 765 940
140 1699 56
140 1752 -51
140 2677 -435
140 2690 -498
140 2989 -568
140 3718 -130
140 4446 -817
140 4515 576
140 4654 506
141 241 -245
141 4639 -116
142 1453 715
142 1505 -274
142 2028 -907
142 2842 448
142 2969 393
142 3851 712
142 3886 635
143 1129 -695
143 2166 27
143 4761 192
144 994 -266
144 1267 -165
144 1910 369
144 3117 910
144 3510 497
144 3661 744
144 3664 508
144 3704 334
144 3831 -398
144 4113 382
144 4627 -767
145 601 13
145 911 -275
145 1053 338
145 1240 -65
145 1399 -914
145 1407 -743
146 464 511
146 805 998
146 833 -24
146 1195 761
146 1380 312
146 1744 -534
146 3861 717
146 4575 268
147 287 -816
147 469 678
147 846 -546
147 858 -815
147 1009 -947
147 2088 45
147 2385 -324
147 2692 93
147 3566 769
147 4459 171
147 4668 372
147 4748 -24
148 904 8
148 1003 -963
148 1263 862
148 1590 121
148 1759 -728
148 3152 155
148 3514 -155
148 4467 -232
149 585 -68
149 1020 -641
149 1171 64
149 1339 894
149 3247 -854
150 1582 -957
150 1604 -885
150 2296 992
150 3414 -346
150 4110 -475
150 4170 -258
151 618 -966
151 1252 -616
151 1398 -742
151 1806 -432
151 1862 32
151 3262 729
151 3615 373
151 4580 234
151 4775 88
151 4983 454
152 1602 704
152 2099 -441
152 2851 -577
152 4065 968
152 4339 -941
152 4467 -772
152 4648 970
152 4762 162
152 4890 -783
153 2140 676
153 2494 -723
153 2498 -756
153 2968 -135
153 3021 -675
153 3150 -245
153 3487 910
153 3801 -142
153 4503 309
153 4640 314
153 4837 -61
154 175 369
154 420 -236
154 1205 -168
154 1670 -704
154 3473 529
154 3685 -362
154 4093 469
154 4124 -588
154 4279 -217
154 4336 995
154 4488 671
154 4552 -355
154 4885 -903
155 455 961
155 603 -665
155 1740 -402
155 1808 869
155 1814 851
155 2202 920
155 2674 850
155 2925 266
155 3906 -142
155 4326 -736
156 1506 180
156 1670 975
156 2580 -637
156 3637 -54
156 3844 -236
156 4402 -88
156 4490 -814
157 2254 557
157 2515 -486
157 2533 -929
157 4108 -296
157 4541 895
157 4926 -922
158 405 -443
158 786 726
158 1457 0
158 1521 -933
158 2282 631
158 2446 -88
158 2570 320
158 2633 -330
158 3923 -283
158 4275 -935
159 204 234
159 508 -302
159 792 320
159 1029 -863
159 1265 -491
159 1903 -899
159 2405 -449
159 3534 122
160 487 -12
160 517 -134
160 662 833
160 943 476
160 1401 252
160 2993 824
160 3372 590
160 3814 -359
161 985 -300
161 1173 422
161 1330 24
161 2891 878
162 510 -728
162 856 972
162 1484 -831
162 1798 701
162 2398 788
162 2563 -668
162 2807 672
162 2853 273
162 2938 486
162 3888 -649
162 4778 -10
163 308 818
163 490 592
163 654 -373
163 867 436
163 883 -81
163 1349 -101
163 2343 -361
163 2489 541
163 2593 -673
163 3475 -891
163 3640 -970
163 3948 -253
163 4340 525
163 4757 890
163 4809 -592
164 392 479
164 1680 631
164 2623 -652
164 4217 -83
164 4403 772
165 355 -398
165 799 -410
165 1631 -21
165 2413 87
165 2792 519
165 3452 111
166 374 -48
166 684 -98
166 717 342
166 928 146
166 1586 890
166 1940 991
166 2359 -574
166 2777 104
166 2939 -395
166 3118 885
166 3794 -637
166 4488 20
166 4765 143
167 305 -35
167 686 -355
167 837 -679
167 2847 292
167 3711 282
167 3905 -359
167 4102 946
167 4881 -610
168 209 525
168 790 -722
168 903 959
168 1803 407
168 2027 -109
168 2063 -330
168 2418 907
168 2434 536
168 3780 -690
168 4180 644
168 4683 510
169 213 481
169 1063 627
169 2293 -87
169 2555 12
169 2955 870
169 3094 182
169 4186 328
169 4270 -970
169 4844 -161
170 552 -337
170 875 -257
170 956 191
170 1995 895
170 2489 682
170 3743 988
170 4861 -104
171 878 -975
171 1732 -785
171 1801 89
171 2061 -896
171 2315 688
171 2434 429
171 2814 667
171 3165 -475
171 4934 -221
172 504 897
172 1331 131
172 1424 860
172 1679 202
172 2046 -808
172 2120 -423
172 3270 -179
172 3869 -118
172 4010 -457
172 4178 857
172 4497 843
173 937 -945
173 991 -676
173 1158 671
173 3291 586
173 3824 -158
173 4119 561
173 4307 -309
173 4457 380
174 229 -848
174 304 527
174 1583 674
174 1741 -997
174 1787 367
174 2447 -972
174 3842 -584
174 3926 127
174 4256 -997
175 740 737
175 964 -344
175 1490 330
175 1562 472
175 3087 854
175 3996 967
175 4342 -916
176 528 977
176 722 192
176 1149 -481
176 1621 928
176 1850 -195
176 3538 773
176 3959 -454
176 4036 569
176 4334 -264
177 1015 -983
177 1622 -351
177 2036 -615
177 2264 -279
177 2380 612
177 2525 371
177 2782 405
177 3140 707
177 3625 -81
177 4060 -3
177 4415 72
178 229 -649
178 612 -160
178 806 -424
178 836 384
178 1670 -557
178 2222 154
178 2421 806
178 2628 697
178 2629 -284
178 2944 396
178 2966 48
178 4408 82
179 1297 -625
179 2042 -257
179 2851 -560
179 3354 -332
179 3436 -208
179 3609 -495
179 3783 46
179 3793 889
179 3989 305
179 4405 107
179 4485 -667
180 680 -910
180 1112 991
180 1287 430
180 1550 -532
180 1678 -338
180 2711 -242
180 3544 -646
180 4911 922
181 1779 -624
181 1860 80
181 2024 971
181 2308 -591
181 3524 -733
181 3787 -668
181 4034 154
181 4370 -5
182 314 -129
182 530 629
182 560 554
182 666 -64
182 965 -650
182 1190 570
182 1632 -394
182 1929 -848
182 1979 -927
182 2747 392
182 2872 631
182 3481 -638
182 4966 189
182 4998 432
183 555 204
183 824 -929
183 903 -864
183 4457 453
183 4948 -90
184 598 440
184 848 134
184 895 76
184 945 -570
184 1645 -657
184 1918 -136
184 3643 975
184 4276 -117
184 4654 146
185 554 863
185 630 -150
185 1499 -74
185 1726 318
185 1816 765
185 2136 259
185 2990 269
185 3104 -232
185 3813 798
185 4376 643
186 216 -259
186 221 47
186 259 -331
186 542 385
186 615 486
186 945 -602
186 1001 672
186 1740 -18
186 2155 -302
186 2676 420
186 2973 -784
186 2997 689
186 3542 104
186 3867 -912
186 4338 -362
187 1667 -861
187 1907 269
187 2044 542
187 2545 745
187 2594 -886
187 4480 -303
187 4925 -834
188 445 -280
188 767 886
188 1337 25
188 1451 256
188 2169 -433
188 2615 -969
188 3701 872
188 4005 -904
188 4162 344
189 881 496
189 1288 -773
189 1726 838
189 2252 934
189 2915 519
189 4256 79
190 1108 -9
190 1423 -231
190 1588 -123
190 2795 -992
190 2827 167
190 3427 -863
190 4477 -550
191 553 -2
191 778 -936
191 1559 -595
191 2091 -31
191 3299 221
191 3353 -228
191 4533 913
192 394 -825
192 439 -398
192 718 187
192 1128 971
192 1795 -181
192 2758 -631
192 3225 58
192 3680 -732
192 4706 -763
193 1009 -949
193 1400 -577
193 2219 664
193 2582 351
193 4356 -705
193 4667 737
193 4756 637
194 516 574
194 2849 90
194 3415 756
194 4906 -403
195 265 -300
195 518 -834
195 566 -476
195 1155 -908
195 1784 265
195 1805 811
195 2795 929
195 2970 762
195 4029 -705
195 4104 -450
195 4321 -586
195 4332 446
195 4758 -717
195 4929 2
195 4982 166
196 508 -656
196 538 -320
196 1436 -191
196 2870 -674
196 2898 -70
197 844 -981
197 1279 200
197 1876 -868
197 2411 -45
197 4000 115
197 4441 186
198 224 -269
198 319 812
198 1183 60
198 1372 314
198 3091 -846
198 3231 841
198 3896 418
198 3966 282
198 4198 -541
198 4233 -210
198 4295 122
198 4615 -801
199 983 -449
199 1287 611
199 1951 207
199 2090 -392
199 2715 142
199 3374 265
199 4359 -546
199 4424 -283
199 4654 609
199 4732 -635
200 211 -227
200 839 390
200 974 223
200 1227 -868
200 2676 -241
200 2842 261
200 3039 -302
200 3478 766
200 4051 769
200 4398 -342
201 1692 497
201 1794 -753
201 1870 376
201 1987 495
201 2369 -363
201 2709 -795
201 2816 -240
201 2831 559
201 3744 171
201 4639 185
202 1118 -661
202 1350 -734
202 1458 -814
202 1679 -679
202 1843 959
202 2060 438
202 2187 -961
202 2504 745
202 3827 811
202 4993 -323
203 1165 213
203 3406 -910
203 4011 416
203 4051 -877
203 4848 -626
204 496 925
204 776 -70
204 1634 -383
204 2051 76
204 2462 -149
204 2507 -588
204 2736 -754
204 3171 -332
204 3494 -246
204 4290 -633
205 1139 -716
205 1300 -314
205 1577 433
205 2100 840
205 2352 -309
205 2822 344
205 3661 -4
205 3687 -602
205 4350 566
205 4714 235
205 4780 -590
206 253 71
206 645 -611
206 3193 -885
206 3608 711
206 3784 249
206 4168 699
206 4789 -996
207 486 -715
207 894 500
207 1291 726
207 2109 -478
207 2867 -625
207 4902 -414
208 677 -269
208 704 670
208 2183 339
208 2433 121
208 3005 -13
208 3328 480
208 3389 569
208 3854 -86
208 3985 -715
208 4069 -624
208 4886 658
209 607 100
209 740 -141
209 762 130
209 2661 -848
209 2690 429
209 2889 -860
209 3013 -764
209 4083 567
210 404 -357
210 1139 303
210 1784 370
210 2929 581
210 3218 -726
210 4152 971
210 4623 172
210 4819 929
210 4928 343
211 995 -446
211 1819 2
211 1823 488
211 2302 -342
211 3219 167
211 3258 -817
211 3388 -445
211 3494 778
211 3810 -823
211 4481 479
211 4590 -160
211 4971 -420
212 302 963
212 919 943
212 1302 -284
212 1428 -123
212 1675 493
212 2241 -847
212 2470 -949
212 3500 583
