100 1236
9 64 4
9 70 3
9 72 7
9 74 0
9 76 12
9 77 -17
9 78 1
9 85 9
9 89 10
9 92 15
9 95 19
9 99 14
10 16 -11
10 31 11
10 32 -10
10 37 19
10 40 -5
10 48 -16
10 57 -16
10 61 17
10 70 0
10 78 -12
10 86 -3
10 87 -2
10 88 5
10 94 -2
10 95 -5
11 22 -14
11 39 -8
11 45 -18
11 47 -2
11 48 10
11 54 11
11 55 -10
11 57 -7
11 62 -16
11 81 7
11 84 13
11 86 0
11 87 9
11 91 -8
11 98 -11
12 19 18
12 20 -5
12 24 -9
12 29 -8
12 33 0
12 34 0
12 36 -4
12 40 14
12 47 12
12 50 4
12 55 -10
12 67 -11
12 70 1
12 72 11
12 79 8
12 90 7
12 93 10
12 94 -5
12 98 9
13 19 2
13 25 16
13 28 -3
13 29 -1
13 38 -15
13 40 8
13 41 10
13 45 -2
13 46 8
13 62 -18
13 71 -10
13 72 -16
13 75 14
13 76 -15
13 80 -2
13 81 -13
13 88 -5
13 99 4
14 19 11
14 24 14
14 26 13
14 30 0
14 38 -4
14 46 -4
14 50 -7
14 51 12
14 53 16
14 56 10
14 59 -7
14 63 4
14 69 -18
14 71 7
14 73 10
14 74 -4
14 75 -4
14 80 0
14 81 2
14 96 16
15 25 -11
15 28 15
15 34 13
15 43 12
15 45 -17
15 55 -14
15 66 1
15 68 18
15 71 -16
15 75 -14
15 78 4
15 89 14
15 96 -15
15 99 -9
16 17 -14
16 18 11
16 23 0
16 24 -8
16 25 6
16 27 19
16 31 -18
16 39 -18
16 43 0
16 46 -17
16 47 0
16 54 -10
16 55 13
16 66 2
16 67 0
16 77 2
16 78 9
16 84 -15
16 95 -2
16 96 11
16 97 -14
16 98 -7
16 99 -14
17 19 -17
17 29 0
17 30 13
17 31 -6
17 35 8
17 37 11
17 40 4
17 42 -8
17 44 -16
17 45 -16
17 47 -14
17 48 -1
17 57 -6
17 58 -5
17 60 6
17 61 -6
17 68 5
17 73 -8
17 77 12
17 82 -12
17 85 18
17 87 -4
17 91 -2
17 94 4
18 32 -8
18 46 -11
18 49 -14
18 55 6
18 61 8
18 64 14
18 67 8
18 70 4
18 81 2
18 84 5
18 87 -6
18 88 -4
18 89 -10
18 96 -18
19 28 -3
19 37 -10
19 41 -14
19 42 -6
19 43 -17
19 48 -17
19 54 17
19 55 6
19 58 -3
19 64 2
19 66 -11
19 78 0
19 79 -10
19 80 16
19 81 -12
19 95 19
19 98 -5
20 22 -3
20 24 -7
20 27 3
20 29 3
20 30 9
20 34 -1
20 35 -19
20 39 -10
20 46 11
20 53 -16
20 55 -11
20 57 8
20 59 16
20 60 4
20 79 -9
20 81 -14
20 83 18
20 85 -3
20 89 -19
20 91 14
20 92 -11
20 95 14
20 99 -7
21 24 -14
21 34 -5
21 36 -18
21 39 -5
21 46 10
21 48 0
21 52 0
21 56 -7
21 61 -19
21 63 -6
21 68 19
21 69 11
21 70 0
21 74 -9
21 77 8
21 81 11
21 86 5
22 25 19
22 26 3
22 29 5
22 36 10
22 43 13
22 48 -14
22 52 -16
22 60 6
22 62 2
22 65 -14
22 70 13
22 74 -11
22 77 -14
22 78 -19
22 80 -11
22 87 -15
22 92 12
22 98 2
23 26 -12
23 31 19
23 33 16
23 38 0
23 40 0
23 47 -2
23 50 7
23 51 5
23 56 0
23 58 4
23 59 19
23 61 4
23 65 -15
23 66 6
23 69 7
23 70 0
23 75 -16
23 78 2
23 80 19
23 84 -17
23 85 -18
23 89 3
23 93 -17
23 97 6
24 29 5
24 31 5
24 37 16
24 39 -7
24 42 -4
24 51 17
24 55 -1
24 60 10
24 69 11
24 71 -13
24 86 3
24 94 -9
25 26 15
25 31 -1
25 32 0
25 43 15
25 48 18
25 49 -9
25 54 1
25 56 10
25 58 -18
25 61 -7
25 69 8
25 78 -8
25 84 16
25 92 -1
25 96 -2
25 97 0
26 29 0
26 30 6
26 31 14
26 34 -11
26 36 -18
26 47 -13
26 56 -17
26 59 -2
26 60 -15
26 63 -9
26 64 18
26 65 -10
26 70 14
26 71 0
26 74 15
26 77 -5
26 83 -14
26 84 -2
26 86 10
26 92 -3
26 95 11
27 34 3
27 37 -3
27 42 -15
27 46 -5
27 47 10
27 48 -9
27 52 -9
27 54 -11
27 65 13
27 74 -9
27 77 16
27 83 15
27 84 0
27 86 -6
27 89 9
27 90 -13
27 91 -6
27 97 -5
27 99 0
28 29 4
28 32 -5
28 42 -19
28 43 2
28 45 -7
28 50 -7
28 52 3
28 65 0
28 67 -12
28 69 10
28 70 5
28 74 0
28 76 13
28 82 -16
28 86 7
28 87 19
28 88 -7
28 92 -11
29 34 -16
29 38 -15
29 40 -2
29 44 5
29 45 13
29 46 17
29 52 13
29 63 9
29 65 6
29 75 19
29 81 -8
29 88 13
29 89 -14
29 91 -4
29 95 -7
30 31 9
30 32 8
30 40 -11
30 54 16
30 55 3
30 56 -11
30 58 -11
30 61 15
30 62 -17
30 67 7
30 75 -10
30 84 7
30 85 0
30 86 -7
30 90 16
30 92 3
30 97 -5
31 37 13
31 39 16
31 40 16
31 43 0
31 44 -19
31 45 -8
31 56 18
31 57 -8
31 60 -4
31 68 -2
31 70 13
31 75 4
31 77 19
31 80 -2
31 83 5
31 85 17
31 87 -1
31 92 1
31 97 -4
32 35 17
32 39 14
32 41 -18
32 42 -1
32 44 8
32 51 0
32 56 15
32 57 -17
32 60 -14
32 62 19
32 67 -7
32 68 -16
32 83 8
32 84 -2
32 90 19
32 92 0
32 93 0
32 96 -3
33 42 -13
33 43 10
33 47 -15
33 55 -12
33 60 18
33 67 15
33 82 -19
33 86 -10
33 87 17
33 88 -5
33 93 -13
34 37 11
34 39 -16
34 41 -3
34 43 16
34 47 8
34 60 5
34 61 19
34 64 -7
34 68 19
34 70 4
34 71 8
34 74 18
34 81 13
34 85 13
34 95 -4
35 36 1
35 39 15
35 42 -2
35 49 -18
35 52 15
35 54 18
35 55 11
35 57 -11
35 60 -6
35 62 -14
35 63 -6
35 64 -13
35 90 2
35 98 -6
36 45 -11
36 47 6
36 49 -14
36 58 8
36 61 -17
36 75 3
36 78 -13
36 80 19
36 84 -1
36 87 -4
36 88 -7
36 92 -17
36 93 10
37 40 1
37 42 -13
37 47 -9
37 58 -15
37 59 -8
37 75 -9
37 80 -7
37 81 -17
37 94 -6
37 95 -19
38 40 0
38 41 -10
38 42 -12
38 44 -18
38 45 14
38 50 -13
38 51 -10
38 52 6
38 55 -1
38 58 10
38 68 18
38 70 -14
38 75 18
38 84 6
38 91 19
38 92 7
38 96 -9
38 98 13
39 45 -2
39 51 -19
39 54 -7
39 58 -16
39 61 -2
39 63 -1
39 65 -8
39 70 6
39 72 -12
39 75 10
39 80 2
39 81 -17
39 83 -16
39 85 -1
39 87 -7
39 91 -18
39 96 -8
40 42 15
40 44 -14
40 50 17
40 51 19
40 56 11
40 57 -5
40 71 19
40 73 -8
40 79 -16
40 88 -18
40 91 -12
40 95 17
40 97 -2
40 98 -19
41 43 15
41 50 -10
41 51 15
41 55 9
41 59 2
41 60 4
41 61 -5
41 63 -8
41 65 -15
41 67 6
41 72 -13
41 75 -13
41 76 4
41 79 -7
41 83 -13
41 84 -6
41 86 6
41 87 1
41 91 -14
41 92 12
41 93 7
41 94 -3
41 97 15
42 47 -11
42 50 -2
42 53 -14
42 57 2
42 66 -4
42 68 2
42 71 16
42 74 13
42 78 -5
42 79 4
42 82 -2
42 83 -11
42 95 -8
42 97 -18
42 98 -8
42 99 18
43 45 17
43 46 17
43 50 -14
43 52 0
43 57 19
43 59 8
43 72 -7
43 73 17
43 75 -14
43 87 -12
43 88 0
43 89 0
43 99 -5
44 46 3
44 61 -10
44 77 7
44 79 -17
44 80 10
44 88 1
44 91 5
44 99 15
45 48 19
45 50 -9
45 55 12
45 58 14
45 63 -11
45 71 -6
45 77 -9
45 81 -4
45 84 -10
45 89 -2
45 94 19
46 49 13
46 60 -7
46 61 10
46 62 -13
46 63 -13
46 64 -15
46 68 16
46 75 -10
46 77 9
46 83 5
46 87 19
46 92 -4
46 95 10
47 49 10
47 50 6
47 51 -2
47 60 -12
47 63 -4
47 68 1
47 69 -10
47 71 5
47 72 -12
47 74 -1
47 77 9
47 80 -3
47 82 -9
47 84 0
47 93 -4
47 95 19
47 98 2
48 49 9
48 53 -12
48 54 -18
48 57 0
48 61 9
48 63 -8
48 67 8
48 76 17
48 88 7
48 90 1
48 92 1
48 96 -15
49 50 17
49 52 -2
49 60 0
49 62 -4
49 63 14
49 66 -8
49 74 -5
49 76 0
49 78 -10
49 82 4
49 89 -11
49 93 -12
49 95 1
49 99 17
50 51 15
50 52 -6
50 55 17
50 60 -3
50 65 15
50 82 -3
50 84 -3
50 88 17
50 90 -3
50 95 1
50 99 11
51 52 -8
51 54 0
51 63 7
51 65 19
51 69 1
51 70 -17
51 72 1
51 76 16
51 79 0
51 80 -1
51 81 -13
51 87 -11
51 92 2
51 93 -17
51 95 -14
51 99 -16
52 54 10
52 55 -11
52 65 -16
52 75 5
52 77 7
52 78 17
52 79 19
52 84 15
52 91 0
52 93 -6
52 95 0
52 97 -8
53 55 19
53 58 -4
53 60 -17
53 62 19
53 63 17
53 65 11
53 70 -16
53 71 4
53 75 1
53 84 -16
53 86 1
53 94 4
53 95 17
54 55 1
54 57 18
54 60 17
54 63 -16
54 64 -6
54 65 3
54 66 -15
54 74 12
54 82 0
54 86 17
54 96 -2
55 57 16
55 60 -2
55 62 1
55 66 -13
55 70 12
55 77 2
55 81 -12
55 82 14
55 85 13
55 87 8
55 89 -19
55 90 13
55 91 -11
56 59 2
56 60 6
56 66 -19
56 67 16
56 72 -1
56 73 -6
56 74 -17
56 75 19
56 83 -5
56 84 17
56 87 16
56 89 4
56 90 -12
56 92 0
56 96 11
56 97 0
57 63 6
57 64 14
57 74 19
57 81 -6
57 86 3
57 88 0
57 95 2
57 96 -15
57 97 -4
57 98 0
58 59 -17
58 61 8
58 64 14
58 65 -14
58 67 -18
58 77 11
58 79 -15
58 84 -15
58 86 14
58 89 12
58 93 -16
58 96 12
58 99 -17
59 63 7
59 64 16
59 71 19
59 72 5
59 78 16
59 80 2
59 84 2
59 85 0
59 86 -6
59 88 14
59 90 0
59 97 0
60 61 -1
60 65 2
60 67 19
60 68 -17
60 69 8
60 74 15
60 76 -5
60 78 -5
60 79 0
60 83 -19
60 84 -16
60 89 4
61 62 -14
61 74 -8
61 83 0
61 86 4
62 63 18
62 72 -12
62 81 8
62 82 8
62 89 -9
62 94 -1
62 98 -18
63 64 -6
63 69 -7
63 70 9
63 72 4
63 75 -7
63 77 -12
63 79 -11
63 81 -6
63 85 -7
63 89 -3
63 90 -4
63 91 7
63 92 17
63 98 -10
64 71 -6
64 72 19
64 74 -13
64 75 11
64 77 -8
64 88 0
64 90 -11
64 92 12
65 66 -2
65 70 -16
65 72 -6
65 76 9
65 79 2
65 81 -7
65 83 14
65 87 0
66 68 12
66 70 12
66 72 -12
66 73 4
66 76 15
66 82 13
66 86 -6
66 88 -14
66 89 17
66 90 -19
66 91 -4
66 94 14
66 97 -6
66 98 -17
67 68 -18
67 70 1
67 77 15
67 82 -2
67 84 17
67 93 0
67 95 -2
67 97 17
67 98 6
68 81 0
68 85 0
68 93 9
68 94 -2
68 99 11
69 71 -2
69 86 -5
69 90 -13
69 96 -13
69 97 -14
69 99 12
70 71 -8
70 75 -9
70 76 17
70 79 13
70 82 -16
70 83 11
70 94 13
70 99 3
71 79 -6
71 87 -9
71 90 19
71 92 14
71 95 12
72 73 -3
72 87 -13
72 88 8
72 89 -6
72 91 12
72 92 -13
72 93 -15
72 94 -3
72 96 16
72 99 6
73 74 0
73 75 -13
73 76 -4
73 78 -17
73 85 11
73 92 -6
74 78 -8
74 83 9
74 91 -12
74 95 0
74 99 -14
75 76 16
75 77 -3
75 85 18
75 86 -11
75 87 4
75 89 1
75 92 -17
75 93 -9
75 97 -1
76 77 17
76 78 0
76 79 9
76 80 17
76 84 5
76 90 -1
76 92 11
76 94 -15
76 98 -5
77 80 6
77 85 2
77 90 3
77 95 -12
78 79 6
78 90 12
78 96 14
79 87 -19
79 88 -2
79 93 -19
79 95 3
80 83 16
80 84 -9
80 96 -9
80 97 17
81 84 17
81 85 5
81 88 1
81 90 12
81 92 -1
81 97 16
82 93 -11
82 96 12
82 97 1
83 85 -11
83 86 -13
84 88 3
84 95 18
84 96 -1
84 99 14
86 88 -3
86 93 18
86 95 10
87 92 16
87 96 0
87 97 -5
87 98 19
88 91 18
88 95 5
88 96 12
88 98 13
89 91 9
89 95 -6
89 99 -17
90 91 18
90 95 8
90 96 10
92 95 -19
93 96 -7
93 99 -4
95 99 5
96 99 -13
97 98 -11
97 99 -9
