100 515
68 79 38
68 80 28
68 96 35
69 36 2
69 37 14
69 58 21
69 71 7
69 75 6
69 77 33
69 87 8
70 19 19
70 21 9
70 27 38
70 39 0
71 19 3
71 56 45
71 61 2
71 78 12
72 34 25
72 70 44
72 94 16
73 4 35
73 56 2
73 96 41
74 5 39
74 72 19
75 37 42
75 57 7
75 79 49
75 85 0
76 30 16
76 40 32
77 55 11
78 75 32
78 82 -3
78 84 0
79 4 35
79 26 30
79 38 21
79 49 28
79 59 9
79 64 11
80 0 46
80 41 30
80 43 31
80 45 11
80 82 12
81 23 28
81 77 36
82 2 42
82 52 24
82 62 44
82 94 18
83 5 16
83 21 12
83 23 11
83 35 2
83 57 14
83 93 45
84 0 22
84 32 37
85 52 16
85 56 47
85 98 13
86 5 43
86 24 25
86 50 8
86 93 16
87 7 24
87 41 33
87 42 42
87 51 19
87 67 12
87 77 28
87 88 -2
88 11 45
88 18 31
88 22 -3
88 53 5
88 72 45
88 76 11
88 85 49
88 90 43
88 91 18
88 96 48
89 0 21
89 74 40
89 84 -3
89 94 14
90 50 14
90 94 2
90 99 25
91 10 42
91 24 -4
91 33 43
91 36 47
91 47 46
91 55 6
91 63 25
91 71 44
91 87 36
92 4 26
92 10 11
92 20 4
92 33 16
92 41 49
92 55 -2
92 61 37
93 21 28
93 22 14
93 33 18
93 54 45
93 82 8
94 7 -3
94 10 15
94 28 36
94 34 49
94 56 0
94 90 48
94 97 17
95 3 48
95 74 -2
95 79 36
95 89 7
96 21 30
96 41 17
96 57 47
97 6 48
97 18 24
97 33 9
97 46 27
97 67 22
97 91 45
98 15 20
98 17 27
98 24 40
98 28 21
98 41 13
98 43 21
98 52 11
99 6 25
99 20 16
99 39 44
99 93 19
99 97 17

