100 510
44 48 42
44 86 42
45 63 12
45 70 38
45 75 18
45 79 29
45 92 23
45 94 41
46 54 48
46 78 43
46 86 40
46 89 49
46 94 32
46 96 15
47 51 48
47 63 15
47 64 43
47 73 13
47 87 40
48 52 49
48 92 15
48 93 26
49 66 42
49 72 27
49 75 34
49 78 11
49 81 21
49 91 21
49 92 40
49 94 31
50 56 11
50 58 28
50 81 13
51 60 31
51 79 22
51 82 31
52 61 43
52 83 11
52 99 33
53 58 11
53 76 42
53 86 30
54 67 32
54 87 38
54 94 40
54 97 43
54 98 27
55 57 22
55 63 45
55 64 20
55 66 14
55 71 48
55 76 31
55 96 13
56 70 28
56 75 27
56 76 33
56 81 12
56 96 31
57 67 22
57 74 10
57 86 37
57 89 19
57 90 22
57 91 20
58 75 14
58 78 31
58 83 14
58 91 16
58 96 13
59 63 44
59 89 20
59 98 32
60 61 17
60 69 40
60 81 15
60 82 15
60 95 38
60 97 16
61 64 19
61 73 10
62 64 26
62 80 25
62 85 18
62 89 18
63 70 26
63 76 12
63 86 14
63 89 47
63 94 48
63 99 24
64 93 21
65 68 48
65 69 21
65 82 27
65 85 14
66 78 13
66 98 10
67 68 19
67 76 40
67 89 20
67 92 41
67 94 29
68 81 37
68 83 49
68 85 19
68 87 30
69 71 30
69 94 23
69 99 13
70 92 16
70 95 40
71 77 25
71 89 40
72 86 16
72 91 14
73 94 17
73 95 17
74 75 40
74 82 15
74 87 41
75 76 27
75 77 40
75 80 15
75 92 15
76 99 29
77 94 24
78 82 32
78 88 45
79 87 32
79 88 11
79 94 34
79 98 29
80 99 29
81 93 29
82 93 16
83 88 26
84 99 39
85 86 35
85 93 42
86 93 30
86 98 23
87 99 18
88 99 33
89 90 22
89 91 33
90 95 16
90 99 44
91 99 33
92 99 26
93 94 29
93 95 20
94 95 30
94 99 13
95 99 36
96 99 21
97 99 23
98 99 44
