Pozitie: 1, ID: 293, Punctaj: 745, Tara: 3
Pozitie: 33, ID: 314, Punctaj: 646, Tara: 4
Pozitie: 34, ID: 132, Punctaj: 642, Tara: 2
Pozitie: 35, ID: 40, Punctaj: 641, Tara: 1
Pozitie: 36, ID: 68, Punctaj: 639, Tara: 1
Pozitie: 37, ID: 306, Punctaj: 639, Tara: 4
Pozitie: 38, ID: 483, Punctaj: 638, Tara: 5
Pozitie: 39, ID: 141, Punctaj: 632, Tara: 2
Pozitie: 40, ID: 248, Punctaj: 630, Tara: 3
Pozitie: 41, ID: 457, Punctaj: 628, Tara: 5
Pozitie: 42, ID: 442, Punctaj: 627, Tara: 5
Pozitie: 43, ID: 101, Punctaj: 625, Tara: 2
Pozitie: 44, ID: 452, Punctaj: 622, Tara: 5
Pozitie: 45, ID: 111, Punctaj: 621, Tara: 2
Pozitie: 46, ID: 391, Punctaj: 621, Tara: 4
Pozitie: 47, ID: 370, Punctaj: 620, Tara: 4
Pozitie: 48, ID: 174, Punctaj: 619, Tara: 2
Pozitie: 49, ID: 275, Punctaj: 618, Tara: 3
Pozitie: 50, ID: 295, Punctaj: 618, Tara: 3
Pozitie: 51, ID: 468, Punctaj: 618, Tara: 5
Pozitie: 52, ID: 161, Punctaj: 616, Tara: 2
Pozitie: 53, ID: 464, Punctaj: 615, Tara: 5
Pozitie: 54, ID: 48, Punctaj: 613, Tara: 1
Pozitie: 55, ID: 330, Punctaj: 613, Tara: 4
Pozitie: 56, ID: 479, Punctaj: 612, Tara: 5
Pozitie: 57, ID: 157, Punctaj: 611, Tara: 2
Pozitie: 58, ID: 176, Punctaj: 611, Tara: 2
Pozitie: 59, ID: 50, Punctaj: 610, Tara: 1
Pozitie: 60, ID: 9, Punctaj: 608, Tara: 1
Pozitie: 61, ID: 49, Punctaj: 607, Tara: 1
Pozitie: 62, ID: 359, Punctaj: 607, Tara: 4
Pozitie: 63, ID: 116, Punctaj: 605, Tara: 2
Pozitie: 64, ID: 137, Punctaj: 605, Tara: 2
Pozitie: 65, ID: 166, Punctaj: 602, Tara: 2
Pozitie: 66, ID: 356, Punctaj: 602, Tara: 4
Pozitie: 67, ID: 35, Punctaj: 601, Tara: 1
Pozitie: 68, ID: 107, Punctaj: 601, Tara: 2
Pozitie: 69, ID: 17, Punctaj: 600, Tara: 1
Pozitie: 70, ID: 380, Punctaj: 600, Tara: 4
Pozitie: 71, ID: 317, Punctaj: 598, Tara: 4
Pozitie: 72, ID: 130, Punctaj: 597, Tara: 2
Pozitie: 73, ID: 20, Punctaj: 592, Tara: 1
Pozitie: 74, ID: 175, Punctaj: 592, Tara: 2
Pozitie: 75, ID: 397, Punctaj: 592, Tara: 4
Pozitie: 76, ID: 409, Punctaj: 592, Tara: 5
Pozitie: 77, ID: 435, Punctaj: 589, Tara: 5
Pozitie: 78, ID: 492, Punctaj: 589, Tara: 5
Pozitie: 79, ID: 51, Punctaj: 588, Tara: 1
Pozitie: 80, ID: 153, Punctaj: 588, Tara: 2
Pozitie: 81, ID: 332, Punctaj: 588, Tara: 4
Pozitie: 82, ID: 385, Punctaj: 588, Tara: 4
Pozitie: 83, ID: 200, Punctaj: 585, Tara: 3
Pozitie: 84, ID: 213, Punctaj: 585, Tara: 3
Pozitie: 85, ID: 423, Punctaj: 584, Tara: 5
Pozitie: 86, ID: 46, Punctaj: 583, Tara: 1
Pozitie: 87, ID: 158, Punctaj: 583, Tara: 2
Pozitie: 88, ID: 63, Punctaj: 582, Tara: 1
Pozitie: 89, ID: 374, Punctaj: 582, Tara: 4
Pozitie: 90, ID: 381, Punctaj: 580, Tara: 4
Pozitie: 91, ID: 439, Punctaj: 579, Tara: 5
Pozitie: 92, ID: 430, Punctaj: 578, Tara: 5
Pozitie: 93, ID: 413, Punctaj: 577, Tara: 5
Pozitie: 94, ID: 58, Punctaj: 576, Tara: 1
Pozitie: 95, ID: 294, Punctaj: 575, Tara: 3
Pozitie: 96, ID: 124, Punctaj: 573, Tara: 2
Pozitie: 97, ID: 335, Punctaj: 573, Tara: 4
Pozitie: 98, ID: 426, Punctaj: 572, Tara: 5
Pozitie: 99, ID: 145, Punctaj: 570, Tara: 2
Pozitie: 100, ID: 297, Punctaj: 569, Tara: 3
Pozitie: 101, ID: 122, Punctaj: 568, Tara: 2
Pozitie: 102, ID: 323, Punctaj: 568, Tara: 4
Pozitie: 103, ID: 240, Punctaj: 567, Tara: 3
Pozitie: 104, ID: 292, Punctaj: 567, Tara: 3
Pozitie: 105, ID: 412, Punctaj: 567, Tara: 5
Pozitie: 106, ID: 94, Punctaj: 566, Tara: 1
Pozitie: 107, ID: 81, Punctaj: 565, Tara: 1
Pozitie: 108, ID: 267, Punctaj: 565, Tara: 3
Pozitie: 109, ID: 388, Punctaj: 565, Tara: 4
Pozitie: 110, ID: 100, Punctaj: 564, Tara: 2
Pozitie: 111, ID: 352, Punctaj: 564, Tara: 4
Pozitie: 112, ID: 6, Punctaj: 562, Tara: 1
Pozitie: 113, ID: 65, Punctaj: 561, Tara: 1
Pozitie: 114, ID: 351, Punctaj: 561, Tara: 4
Pozitie: 115, ID: 371, Punctaj: 560, Tara: 4
Pozitie: 116, ID: 484, Punctaj: 560, Tara: 5
Pozitie: 117, ID: 53, Punctaj: 559, Tara: 1
Pozitie: 118, ID: 235, Punctaj: 559, Tara: 3
Pozitie: 119, ID: 393, Punctaj: 559, Tara: 4
Pozitie: 120, ID: 247, Punctaj: 558, Tara: 3
Pozitie: 121, ID: 366, Punctaj: 558, Tara: 4
Pozitie: 122, ID: 478, Punctaj: 558, Tara: 5
Pozitie: 123, ID: 216, Punctaj: 556, Tara: 3
Pozitie: 124, ID: 357, Punctaj: 556, Tara: 4
Pozitie: 125, ID: 129, Punctaj: 555, Tara: 2
Pozitie: 126, ID: 326, Punctaj: 554, Tara: 4
Pozitie: 127, ID: 444, Punctaj: 553, Tara: 5
Pozitie: 128, ID: 97, Punctaj: 551, Tara: 1
Pozitie: 129, ID: 236, Punctaj: 551, Tara: 3
Pozitie: 130, ID: 245, Punctaj: 551, Tara: 3
Pozitie: 131, ID: 334, Punctaj: 551, Tara: 4
Pozitie: 132, ID: 342, Punctaj: 551, Tara: 4
Pozitie: 133, ID: 102, Punctaj: 547, Tara: 2
Pozitie: 134, ID: 154, Punctaj: 547, Tara: 2
Pozitie: 135, ID: 231, Punctaj: 546, Tara: 3
Pozitie: 136, ID: 486, Punctaj: 546, Tara: 5
Pozitie: 137, ID: 30, Punctaj: 544, Tara: 1
Pozitie: 138, ID: 93, Punctaj: 544, Tara: 1
Pozitie: 139, ID: 16, Punctaj: 543, Tara: 1
Pozitie: 140, ID: 290, Punctaj: 543, Tara: 3
Pozitie: 141, ID: 372, Punctaj: 543, Tara: 4
Pozitie: 142, ID: 467, Punctaj: 543, Tara: 5
Pozitie: 143, ID: 258, Punctaj: 542, Tara: 3
Pozitie: 144, ID: 24, Punctaj: 541, Tara: 1
Pozitie: 145, ID: 38, Punctaj: 541, Tara: 1
Pozitie: 146, ID: 52, Punctaj: 541, Tara: 1
Pozitie: 147, ID: 480, Punctaj: 541, Tara: 5
Pozitie: 148, ID: 156, Punctaj: 539, Tara: 2
Pozitie: 149, ID: 289, Punctaj: 539, Tara: 3
Pozitie: 150, ID: 315, Punctaj: 539, Tara: 4
Pozitie: 151, ID: 19, Punctaj: 538, Tara: 1
Pozitie: 152, ID: 473, Punctaj: 538, Tara: 5
Pozitie: 153, ID: 354, Punctaj: 537, Tara: 4
Pozitie: 154, ID: 146, Punctaj: 536, Tara: 2
Pozitie: 155, ID: 170, Punctaj: 536, Tara: 2
Pozitie: 156, ID: 193, Punctaj: 535, Tara: 2
Pozitie: 157, ID: 250, Punctaj: 535, Tara: 3
Pozitie: 158, ID: 455, Punctaj: 534, Tara: 5
Pozitie: 159, ID: 57, Punctaj: 533, Tara: 1
Pozitie: 160, ID: 277, Punctaj: 533, Tara: 3
Pozitie: 161, ID: 459, Punctaj: 533, Tara: 5
Pozitie: 162, ID: 217, Punctaj: 532, Tara: 3
Pozitie: 163, ID: 382, Punctaj: 532, Tara: 4
Pozitie: 164, ID: 406, Punctaj: 532, Tara: 5
Pozitie: 165, ID: 89, Punctaj: 531, Tara: 1
Pozitie: 166, ID: 125, Punctaj: 531, Tara: 2
Pozitie: 167, ID: 172, Punctaj: 531, Tara: 2
Pozitie: 168, ID: 179, Punctaj: 531, Tara: 2
Pozitie: 169, ID: 475, Punctaj: 531, Tara: 5
Pozitie: 170, ID: 319, Punctaj: 530, Tara: 4
Pozitie: 171, ID: 10, Punctaj: 529, Tara: 1
Pozitie: 172, ID: 353, Punctaj: 528, Tara: 4
Pozitie: 173, ID: 451, Punctaj: 528, Tara: 5
Pozitie: 174, ID: 143, Punctaj: 527, Tara: 2
Pozitie: 175, ID: 411, Punctaj: 527, Tara: 5
Pozitie: 176, ID: 73, Punctaj: 526, Tara: 1
Pozitie: 177, ID: 113, Punctaj: 526, Tara: 2
Pozitie: 178, ID: 233, Punctaj: 526, Tara: 3
Pozitie: 179, ID: 395, Punctaj: 526, Tara: 4
Pozitie: 180, ID: 298, Punctaj: 525, Tara: 3
Pozitie: 181, ID: 400, Punctaj: 525, Tara: 5
Pozitie: 182, ID: 54, Punctaj: 524, Tara: 1
Pozitie: 183, ID: 45, Punctaj: 523, Tara: 1
Pozitie: 184, ID: 144, Punctaj: 521, Tara: 2
Pozitie: 185, ID: 168, Punctaj: 521, Tara: 2
Pozitie: 186, ID: 316, Punctaj: 521, Tara: 4
Pozitie: 187, ID: 285, Punctaj: 520, Tara: 3
Pozitie: 188, ID: 0, Punctaj: 519, Tara: 1
Pozitie: 189, ID: 305, Punctaj: 519, Tara: 4
Pozitie: 190, ID: 147, Punctaj: 518, Tara: 2
Pozitie: 191, ID: 266, Punctaj: 518, Tara: 3
Pozitie: 192, ID: 133, Punctaj: 517, Tara: 2
Pozitie: 193, ID: 394, Punctaj: 517, Tara: 4
Pozitie: 194, ID: 177, Punctaj: 516, Tara: 2
Pozitie: 195, ID: 8, Punctaj: 515, Tara: 1
Pozitie: 196, ID: 39, Punctaj: 515, Tara: 1
Pozitie: 197, ID: 286, Punctaj: 515, Tara: 3
Pozitie: 198, ID: 361, Punctaj: 514, Tara: 4
Pozitie: 199, ID: 85, Punctaj: 513, Tara: 1
Pozitie: 200, ID: 214, Punctaj: 513, Tara: 3
Pozitie: 201, ID: 72, Punctaj: 511, Tara: 1
Pozitie: 202, ID: 221, Punctaj: 511, Tara: 3
Pozitie: 203, ID: 232, Punctaj: 511, Tara: 3
Pozitie: 204, ID: 86, Punctaj: 510, Tara: 1
Pozitie: 205, ID: 163, Punctaj: 510, Tara: 2
Pozitie: 206, ID: 427, Punctaj: 510, Tara: 5
Pozitie: 207, ID: 47, Punctaj: 509, Tara: 1
Pozitie: 208, ID: 75, Punctaj: 509, Tara: 1
Pozitie: 209, ID: 23, Punctaj: 506, Tara: 1
Pozitie: 210, ID: 239, Punctaj: 506, Tara: 3
Pozitie: 211, ID: 379, Punctaj: 506, Tara: 4
Pozitie: 212, ID: 138, Punctaj: 505, Tara: 2
Pozitie: 213, ID: 489, Punctaj: 505, Tara: 5
Pozitie: 214, ID: 488, Punctaj: 504, Tara: 5
Pozitie: 215, ID: 88, Punctaj: 503, Tara: 1
Pozitie: 216, ID: 280, Punctaj: 503, Tara: 3
Pozitie: 217, ID: 448, Punctaj: 503, Tara: 5
Pozitie: 218, ID: 135, Punctaj: 502, Tara: 2
Pozitie: 219, ID: 227, Punctaj: 502, Tara: 3
Pozitie: 220, ID: 494, Punctaj: 502, Tara: 5
Pozitie: 221, ID: 190, Punctaj: 501, Tara: 2
Pozitie: 222, ID: 37, Punctaj: 500, Tara: 1
Pozitie: 223, ID: 173, Punctaj: 500, Tara: 2
Pozitie: 224, ID: 234, Punctaj: 500, Tara: 3
Pozitie: 225, ID: 262, Punctaj: 500, Tara: 3
Pozitie: 226, ID: 428, Punctaj: 500, Tara: 5
Pozitie: 227, ID: 76, Punctaj: 499, Tara: 1
Pozitie: 228, ID: 121, Punctaj: 499, Tara: 2
Pozitie: 229, ID: 139, Punctaj: 499, Tara: 2
Pozitie: 230, ID: 230, Punctaj: 499, Tara: 3
Pozitie: 231, ID: 436, Punctaj: 499, Tara: 5
Pozitie: 232, ID: 41, Punctaj: 498, Tara: 1
Pozitie: 233, ID: 61, Punctaj: 498, Tara: 1
Pozitie: 234, ID: 272, Punctaj: 498, Tara: 3
Pozitie: 235, ID: 420, Punctaj: 498, Tara: 5
Pozitie: 236, ID: 108, Punctaj: 497, Tara: 2
Pozitie: 237, ID: 249, Punctaj: 497, Tara: 3
Pozitie: 238, ID: 368, Punctaj: 496, Tara: 4
Pozitie: 239, ID: 490, Punctaj: 496, Tara: 5
Pozitie: 240, ID: 29, Punctaj: 495, Tara: 1
Pozitie: 241, ID: 339, Punctaj: 495, Tara: 4
Pozitie: 242, ID: 341, Punctaj: 495, Tara: 4
Pozitie: 243, ID: 90, Punctaj: 494, Tara: 1
Pozitie: 244, ID: 251, Punctaj: 494, Tara: 3
Pozitie: 245, ID: 182, Punctaj: 493, Tara: 2
Pozitie: 246, ID: 281, Punctaj: 491, Tara: 3
Pozitie: 247, ID: 407, Punctaj: 491, Tara: 5
Pozitie: 248, ID: 309, Punctaj: 490, Tara: 4
Pozitie: 249, ID: 349, Punctaj: 490, Tara: 4
Pozitie: 250, ID: 355, Punctaj: 490, Tara: 4
Pozitie: 251, ID: 13, Punctaj: 488, Tara: 1
Pozitie: 252, ID: 136, Punctaj: 488, Tara: 2
Pozitie: 253, ID: 32, Punctaj: 487, Tara: 1
Pozitie: 254, ID: 189, Punctaj: 487, Tara: 2
Pozitie: 255, ID: 324, Punctaj: 487, Tara: 4
Pozitie: 256, ID: 462, Punctaj: 487, Tara: 5
Pozitie: 257, ID: 21, Punctaj: 485, Tara: 1
Pozitie: 258, ID: 264, Punctaj: 485, Tara: 3
Pozitie: 259, ID: 84, Punctaj: 484, Tara: 1
Pozitie: 260, ID: 115, Punctaj: 484, Tara: 2
Pozitie: 261, ID: 95, Punctaj: 483, Tara: 1
Pozitie: 262, ID: 343, Punctaj: 483, Tara: 4
Pozitie: 263, ID: 123, Punctaj: 482, Tara: 2
Pozitie: 264, ID: 185, Punctaj: 481, Tara: 2
Pozitie: 265, ID: 202, Punctaj: 481, Tara: 3
Pozitie: 266, ID: 255, Punctaj: 481, Tara: 3
Pozitie: 267, ID: 67, Punctaj: 480, Tara: 1
Pozitie: 268, ID: 498, Punctaj: 480, Tara: 5
Pozitie: 269, ID: 83, Punctaj: 477, Tara: 1
Pozitie: 270, ID: 225, Punctaj: 477, Tara: 3
Pozitie: 271, ID: 256, Punctaj: 477, Tara: 3
Pozitie: 272, ID: 419, Punctaj: 477, Tara: 5
Pozitie: 273, ID: 422, Punctaj: 477, Tara: 5
Pozitie: 274, ID: 465, Punctaj: 477, Tara: 5
Pozitie: 275, ID: 396, Punctaj: 476, Tara: 4
Pozitie: 276, ID: 207, Punctaj: 475, Tara: 3
Pozitie: 277, ID: 211, Punctaj: 474, Tara: 3
Pozitie: 278, ID: 338, Punctaj: 474, Tara: 4
Pozitie: 279, ID: 477, Punctaj: 474, Tara: 5
Pozitie: 280, ID: 162, Punctaj: 473, Tara: 2
Pozitie: 281, ID: 64, Punctaj: 472, Tara: 1
Pozitie: 282, ID: 424, Punctaj: 472, Tara: 5
Pozitie: 283, ID: 310, Punctaj: 471, Tara: 4
Pozitie: 284, ID: 487, Punctaj: 468, Tara: 5
Pozitie: 285, ID: 384, Punctaj: 467, Tara: 4
Pozitie: 286, ID: 331, Punctaj: 466, Tara: 4
Pozitie: 287, ID: 92, Punctaj: 464, Tara: 1
Pozitie: 288, ID: 303, Punctaj: 464, Tara: 4
Pozitie: 289, ID: 348, Punctaj: 464, Tara: 4
Pozitie: 290, ID: 74, Punctaj: 463, Tara: 1
Pozitie: 291, ID: 390, Punctaj: 463, Tara: 4
Pozitie: 292, ID: 148, Punctaj: 462, Tara: 2
Pozitie: 293, ID: 263, Punctaj: 462, Tara: 3
Pozitie: 294, ID: 302, Punctaj: 462, Tara: 4
Pozitie: 295, ID: 333, Punctaj: 462, Tara: 4
Pozitie: 296, ID: 288, Punctaj: 461, Tara: 3
Pozitie: 297, ID: 149, Punctaj: 460, Tara: 2
Pozitie: 298, ID: 204, Punctaj: 460, Tara: 3
Pozitie: 299, ID: 208, Punctaj: 460, Tara: 3
Pozitie: 300, ID: 282, Punctaj: 460, Tara: 3
Pozitie: 301, ID: 99, Punctaj: 457, Tara: 1
Pozitie: 302, ID: 36, Punctaj: 456, Tara: 1
Pozitie: 303, ID: 160, Punctaj: 456, Tara: 2
Pozitie: 304, ID: 98, Punctaj: 455, Tara: 1
Pozitie: 305, ID: 345, Punctaj: 455, Tara: 4
Pozitie: 306, ID: 209, Punctaj: 454, Tara: 3
Pozitie: 307, ID: 274, Punctaj: 454, Tara: 3
Pozitie: 308, ID: 401, Punctaj: 453, Tara: 5
Pozitie: 309, ID: 410, Punctaj: 453, Tara: 5
Pozitie: 310, ID: 296, Punctaj: 450, Tara: 3
Pozitie: 311, ID: 291, Punctaj: 449, Tara: 3
Pozitie: 312, ID: 438, Punctaj: 449, Tara: 5
Pozitie: 313, ID: 28, Punctaj: 448, Tara: 1
Pozitie: 314, ID: 301, Punctaj: 448, Tara: 4
Pozitie: 315, ID: 472, Punctaj: 448, Tara: 5
Pozitie: 316, ID: 218, Punctaj: 446, Tara: 3
Pozitie: 317, ID: 109, Punctaj: 445, Tara: 2
Pozitie: 318, ID: 112, Punctaj: 445, Tara: 2
Pozitie: 319, ID: 392, Punctaj: 445, Tara: 4
Pozitie: 320, ID: 337, Punctaj: 444, Tara: 4
Pozitie: 321, ID: 378, Punctaj: 444, Tara: 4
Pozitie: 322, ID: 307, Punctaj: 442, Tara: 4
Pozitie: 323, ID: 126, Punctaj: 441, Tara: 2
Pozitie: 324, ID: 322, Punctaj: 441, Tara: 4
Pozitie: 325, ID: 363, Punctaj: 441, Tara: 4
Pozitie: 326, ID: 103, Punctaj: 439, Tara: 2
Pozitie: 327, ID: 128, Punctaj: 438, Tara: 2
Pozitie: 328, ID: 469, Punctaj: 438, Tara: 5
Pozitie: 329, ID: 71, Punctaj: 437, Tara: 1
Pozitie: 330, ID: 184, Punctaj: 437, Tara: 2
Pozitie: 331, ID: 229, Punctaj: 434, Tara: 3
Pozitie: 332, ID: 87, Punctaj: 433, Tara: 1
Pozitie: 333, ID: 364, Punctaj: 433, Tara: 4
Pozitie: 334, ID: 416, Punctaj: 432, Tara: 5
Pozitie: 335, ID: 78, Punctaj: 431, Tara: 1
Pozitie: 336, ID: 120, Punctaj: 431, Tara: 2
Pozitie: 337, ID: 205, Punctaj: 431, Tara: 3
Pozitie: 338, ID: 18, Punctaj: 430, Tara: 1
Pozitie: 339, ID: 347, Punctaj: 430, Tara: 4
Pozitie: 340, ID: 482, Punctaj: 430, Tara: 5
Pozitie: 341, ID: 14, Punctaj: 429, Tara: 1
Pozitie: 342, ID: 66, Punctaj: 429, Tara: 1
Pozitie: 343, ID: 429, Punctaj: 429, Tara: 5
Pozitie: 344, ID: 408, Punctaj: 428, Tara: 5
Pozitie: 345, ID: 238, Punctaj: 425, Tara: 3
Pozitie: 346, ID: 312, Punctaj: 425, Tara: 4
Pozitie: 347, ID: 344, Punctaj: 425, Tara: 4
Pozitie: 348, ID: 340, Punctaj: 423, Tara: 4
Pozitie: 349, ID: 11, Punctaj: 422, Tara: 1
Pozitie: 350, ID: 252, Punctaj: 422, Tara: 3
Pozitie: 351, ID: 495, Punctaj: 422, Tara: 5
Pozitie: 352, ID: 192, Punctaj: 421, Tara: 2
Pozitie: 353, ID: 43, Punctaj: 419, Tara: 1
Pozitie: 354, ID: 237, Punctaj: 418, Tara: 3
Pozitie: 355, ID: 243, Punctaj: 418, Tara: 3
Pozitie: 356, ID: 336, Punctaj: 417, Tara: 4
Pozitie: 357, ID: 386, Punctaj: 416, Tara: 4
Pozitie: 358, ID: 226, Punctaj: 414, Tara: 3
Pozitie: 359, ID: 268, Punctaj: 414, Tara: 3
Pozitie: 360, ID: 22, Punctaj: 413, Tara: 1
Pozitie: 361, ID: 327, Punctaj: 413, Tara: 4
Pozitie: 362, ID: 425, Punctaj: 413, Tara: 5
Pozitie: 363, ID: 318, Punctaj: 412, Tara: 4
Pozitie: 364, ID: 210, Punctaj: 411, Tara: 3
Pozitie: 365, ID: 7, Punctaj: 410, Tara: 1
Pozitie: 366, ID: 376, Punctaj: 410, Tara: 4
Pozitie: 367, ID: 201, Punctaj: 409, Tara: 3
Pozitie: 368, ID: 321, Punctaj: 409, Tara: 4
Pozitie: 369, ID: 91, Punctaj: 408, Tara: 1
Pozitie: 370, ID: 387, Punctaj: 408, Tara: 4
Pozitie: 371, ID: 369, Punctaj: 406, Tara: 4
Pozitie: 372, ID: 421, Punctaj: 406, Tara: 5
Pozitie: 373, ID: 155, Punctaj: 404, Tara: 2
Pozitie: 374, ID: 196, Punctaj: 403, Tara: 2
Pozitie: 375, ID: 220, Punctaj: 402, Tara: 3
Pozitie: 376, ID: 96, Punctaj: 401, Tara: 1
Pozitie: 377, ID: 224, Punctaj: 401, Tara: 3
Pozitie: 378, ID: 360, Punctaj: 401, Tara: 4
Pozitie: 379, ID: 5, Punctaj: 400, Tara: 1
Pozitie: 380, ID: 197, Punctaj: 400, Tara: 2
Pozitie: 381, ID: 284, Punctaj: 400, Tara: 3
Pozitie: 382, ID: 476, Punctaj: 400, Tara: 5
Pozitie: 383, ID: 491, Punctaj: 400, Tara: 5
Pozitie: 384, ID: 180, Punctaj: 399, Tara: 2
Pozitie: 385, ID: 299, Punctaj: 399, Tara: 3
Pozitie: 386, ID: 194, Punctaj: 397, Tara: 2
Pozitie: 387, ID: 246, Punctaj: 396, Tara: 3
Pozitie: 388, ID: 254, Punctaj: 396, Tara: 3
Pozitie: 389, ID: 365, Punctaj: 396, Tara: 4
Pozitie: 390, ID: 373, Punctaj: 396, Tara: 4
Pozitie: 391, ID: 300, Punctaj: 395, Tara: 4
Pozitie: 392, ID: 223, Punctaj: 394, Tara: 3
Pozitie: 393, ID: 377, Punctaj: 393, Tara: 4
Pozitie: 394, ID: 178, Punctaj: 390, Tara: 2
Pozitie: 395, ID: 417, Punctaj: 390, Tara: 5
Pozitie: 396, ID: 80, Punctaj: 389, Tara: 1
Pozitie: 397, ID: 434, Punctaj: 388, Tara: 5
Pozitie: 398, ID: 150, Punctaj: 387, Tara: 2
Pozitie: 399, ID: 414, Punctaj: 385, Tara: 5
Pozitie: 400, ID: 474, Punctaj: 385, Tara: 5
Pozitie: 401, ID: 114, Punctaj: 381, Tara: 2
Pozitie: 402, ID: 183, Punctaj: 381, Tara: 2
Pozitie: 403, ID: 269, Punctaj: 381, Tara: 3
Pozitie: 404, ID: 453, Punctaj: 380, Tara: 5
Pozitie: 405, ID: 493, Punctaj: 379, Tara: 5
Pozitie: 406, ID: 403, Punctaj: 377, Tara: 5
Pozitie: 407, ID: 446, Punctaj: 372, Tara: 5
Pozitie: 408, ID: 219, Punctaj: 371, Tara: 3
Pozitie: 409, ID: 151, Punctaj: 370, Tara: 2
Pozitie: 410, ID: 311, Punctaj: 368, Tara: 4
Pozitie: 411, ID: 454, Punctaj: 367, Tara: 5
Pozitie: 412, ID: 186, Punctaj: 366, Tara: 2
Pozitie: 413, ID: 34, Punctaj: 365, Tara: 1
Pozitie: 414, ID: 25, Punctaj: 362, Tara: 1
Pozitie: 415, ID: 367, Punctaj: 360, Tara: 4
Pozitie: 416, ID: 497, Punctaj: 353, Tara: 5
Pozitie: 417, ID: 55, Punctaj: 351, Tara: 1
Pozitie: 418, ID: 169, Punctaj: 351, Tara: 2
Pozitie: 419, ID: 470, Punctaj: 349, Tara: 5
Pozitie: 420, ID: 165, Punctaj: 348, Tara: 2
Pozitie: 421, ID: 44, Punctaj: 343, Tara: 1
Pozitie: 422, ID: 4, Punctaj: 337, Tara: 1
Pozitie: 423, ID: 171, Punctaj: 336, Tara: 2
Pozitie: 424, ID: 244, Punctaj: 334, Tara: 3
Pozitie: 425, ID: 253, Punctaj: 333, Tara: 3
Pozitie: 426, ID: 159, Punctaj: 330, Tara: 2
Pozitie: 427, ID: 199, Punctaj: 329, Tara: 2
Pozitie: 428, ID: 271, Punctaj: 328, Tara: 3
Pozitie: 429, ID: 350, Punctaj: 326, Tara: 4
Pozitie: 430, ID: 167, Punctaj: 324, Tara: 2
Pozitie: 431, ID: 320, Punctaj: 324, Tara: 4
Pozitie: 432, ID: 119, Punctaj: 323, Tara: 2
Pozitie: 433, ID: 70, Punctaj: 322, Tara: 1
Pozitie: 434, ID: 456, Punctaj: 322, Tara: 5
Pozitie: 435, ID: 15, Punctaj: 320, Tara: 1
Pozitie: 436, ID: 59, Punctaj: 320, Tara: 1
Pozitie: 437, ID: 499, Punctaj: 318, Tara: 5
Pozitie: 438, ID: 187, Punctaj: 314, Tara: 2
Pozitie: 439, ID: 79, Punctaj: 311, Tara: 1
Pozitie: 440, ID: 181, Punctaj: 310, Tara: 2
Pozitie: 441, ID: 127, Punctaj: 309, Tara: 2
Pozitie: 442, ID: 259, Punctaj: 309, Tara: 3
Pozitie: 443, ID: 131, Punctaj: 307, Tara: 2
Pozitie: 444, ID: 276, Punctaj: 304, Tara: 3
Pozitie: 445, ID: 215, Punctaj: 301, Tara: 3
Pozitie: 446, ID: 431, Punctaj: 300, Tara: 5
Pozitie: 447, ID: 31, Punctaj: 299, Tara: 1
Pozitie: 448, ID: 283, Punctaj: 290, Tara: 3
Pozitie: 449, ID: 12, Punctaj: 285, Tara: 1
Pozitie: 450, ID: 450, Punctaj: 280, Tara: 5
