100 524
33 57 131
33 61 134
33 67 121
33 71 126
33 73 119
33 96 115
33 97 146
33 99 149
34 52 137
34 61 105
34 69 126
34 72 114
35 45 146
35 48 100
35 54 130
35 58 138
35 66 115
35 76 105
35 85 142
35 86 106
36 40 102
36 44 107
36 55 107
36 61 118
36 63 108
36 73 131
36 87 137
37 39 148
37 43 114
37 47 134
37 52 149
37 71 114
37 82 134
37 91 128
37 97 104
38 39 137
38 41 111
38 58 141
38 62 120
38 71 121
38 79 140
39 53 120
39 65 148
39 66 113
39 72 145
39 73 144
39 76 105
39 87 109
39 99 141
40 50 101
40 53 125
40 54 132
40 60 146
40 61 111
40 86 138
40 99 128
41 54 137
41 55 116
41 90 137
41 92 119
42 48 124
42 59 136
42 68 116
42 73 138
43 60 122
43 64 102
43 67 116
43 81 112
43 99 117
44 51 106
44 57 106
44 73 141
44 88 127
45 48 125
45 62 109
45 72 113
45 80 122
45 84 120
45 87 141
45 91 106
45 96 138
46 57 142
46 86 113
46 89 105
46 91 122
47 49 103
47 73 135
47 77 142
47 90 112
47 98 146
47 99 106
48 55 144
48 80 137
48 97 117
49 56 113
49 58 111
49 80 106
49 85 147
50 52 148
50 70 125
50 77 102
50 97 117
51 71 132
51 76 145
51 84 114
51 95 131
52 70 109
52 79 133
52 93 123
53 57 136
53 81 110
53 94 149
53 97 113
53 98 107
54 58 125
54 62 112
54 77 114
54 98 143
55 58 106
55 59 103
55 61 102
55 62 130
55 67 143
55 83 141
55 98 100
56 63 100
56 84 121
57 70 128
57 77 117
57 85 140
57 86 114
57 93 125
58 82 107
58 84 122
58 88 118
58 92 125
58 96 101
59 66 112
59 91 146
59 96 104
60 65 105
60 68 122
60 76 133
60 79 140
61 63 112
61 71 102
61 84 130
61 89 131
61 92 138
62 67 113
62 87 106
62 97 132
63 73 109
63 76 110
63 80 101
63 83 104
63 84 130
63 86 105
63 88 102
64 81 142
64 88 115
64 89 104
64 94 121
65 68 138
65 84 125
65 86 108
65 88 126
65 99 135
66 76 122
67 68 146
67 88 109
67 95 141
68 88 102
68 96 118
69 73 145
69 77 138
70 86 130
71 84 148
71 90 130
71 94 113
71 99 142
72 78 144
72 83 106
72 96 102
73 76 142
73 78 113
74 77 122
74 82 100
74 89 114
74 96 103
75 82 106
75 83 122
75 86 133
75 90 107
75 97 112
76 82 114
77 81 116
78 80 141
78 86 106
78 92 122
79 99 139
80 83 119
80 91 128
80 92 148
80 96 147
81 99 118
82 99 103
83 95 132
84 92 131
85 86 111
85 88 149
86 99 146
87 91 130
87 92 129
87 95 118
88 95 146
89 94 103
90 91 123
90 97 135
91 99 138
92 99 131
93 99 121
94 99 137
95 99 138
96 99 146
97 99 134
98 99 138
