Image_Name," Classes(motorcycle, truck, boat, bus, cycle, person, desert, mountains, sea, sunset, trees, sitar, ektara, flutes, tabla, harmonium)",motorcycle,truck,boat,bus,cycle,person,desert,mountains,sea,sunset,trees,sitar,ektara,flutes,tabla,harmonium
image98.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image99.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image100.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image101.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image102.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image103.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image104.jpg,  truck trees,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
image105.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image106.jpg,  flutes tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
image107.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image108.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image109.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image110.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image111.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image112.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image113.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image114.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image115.jpg,  motorcycle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image116.jpg,  motorcycle trees,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
image117.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image118.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image119.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image120.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image121.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image122.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image123.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image124.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image125.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image126.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image127.jpg,  bus trees,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
image128.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image129.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image130.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image131.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image132.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image133.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image134.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image135.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image136.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image137.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image138.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image139.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image140.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image141.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image142.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image143.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image144.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image145.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image146.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image147.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image148.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image149.jpg,  bus trees,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
image150.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image151.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image152.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image153.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image154.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image155.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image156.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image157.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image158.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image159.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image160.jpg,  truck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image161.jpg,  person mountains,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
image162.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image163.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image164.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image165.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image166.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image167.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image168.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image169.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image170.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image171.jpg,  motorcycle person,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
image172.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image173.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image174.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image175.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image176.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image177.jpg,  person sitar tabla,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
image178.jpg,  person trees tabla,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
image179.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image180.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image181.jpg,  person tabla harmonium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
image182.jpg,  cycle trees,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
image183.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image184.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image185.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image186.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image187.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image188.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image189.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image190.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image191.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image192.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image193.jpg,  cycle trees,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
image194.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image195.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image196.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image197.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image198.jpg,  sitar tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
image199.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image200.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image201.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image202.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image203.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image204.jpg,  motorcycle person,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
image205.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image206.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image207.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image208.jpg,  person trees tabla,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
image209.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image210.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image211.jpg,  sitar flutes tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
image212.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image213.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image214.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image215.jpg,  cycle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
image216.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image217.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image218.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image219.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image220.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image221.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image222.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image223.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image224.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image225.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image226.jpg,  motorcycle truck person trees,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
image227.jpg,  truck trees,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
image228.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image229.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image230.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image231.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image232.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image233.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image234.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image235.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image236.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image237.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image238.jpg,  motorcycle person,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
image239.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image240.jpg,  trees tabla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
image241.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image242.jpg,  person tabla harmonium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
image243.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image244.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image245.jpg,  sitar tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
image246.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image247.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image248.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image249.jpg,  truck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image250.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image251.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image252.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image253.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image254.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image255.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image256.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image257.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image258.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image259.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image260.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image261.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image262.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image263.jpg,  sitar tabla,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
image264.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image265.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image266.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image267.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image268.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image269.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image270.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image271.jpg,  truck trees,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
image272.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image273.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image274.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image275.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image276.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image277.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image278.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image279.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image280.jpg,  sitar ektara tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
image281.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image282.jpg,  motorcycle person trees,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
image283.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image284.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image285.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image286.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image287.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image288.jpg,  person flutes tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
image289.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image290.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image291.jpg,  person tabla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
image292.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image293.jpg,  cycle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
image294.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image295.jpg,  flutes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
image296.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image297.jpg,  flutes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
image298.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image299.jpg,  harmonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
image300.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image301.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image302.jpg,  sitar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
image303.jpg,  sitar flutes tabla harmonium,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
image304.jpg,  bus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
image305.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image306.jpg,  tabla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
