1000 25014
10 992 -50
10 998 -40
11 15 -23
11 20 -74
11 55 -27
11 72 41
11 73 18
11 96 -88
11 97 -60
11 100 -47
11 130 76
11 144 -97
11 147 -34
11 158 13
11 170 -76
11 199 -72
11 217 -27
11 240 27
11 248 -52
11 262 30
11 308 -71
11 326 -92
11 355 29
11 380 59
11 418 41
11 431 -40
11 470 -44
11 523 92
11 525 18
11 539 16
11 560 13
11 562 99
11 572 56
11 586 29
11 591 15
11 595 93
11 612 36
11 624 63
11 675 96
11 685 18
11 717 53
11 798 12
11 826 86
11 837 -3
11 861 24
11 900 -86
11 938 -86
11 958 68
11 978 -46
12 25 42
12 27 50
12 32 45
12 76 -56
12 93 10
12 121 38
12 153 -64
12 168 -43
12 174 82
12 232 -78
12 247 53
12 294 45
12 309 -99
12 313 49
12 376 32
12 390 52
12 391 72
12 393 -59
12 447 -53
12 459 -54
12 491 2
12 498 -4
12 501 -75
12 517 -46
12 551 -5
12 563 24
12 610 -67
12 618 96
12 622 -62
12 634 -91
12 652 95
12 666 58
12 699 -72
12 713 72
12 715 -26
12 744 51
12 751 92
12 760 27
12 782 -66
12 789 90
12 833 -9
12 854 -57
12 857 54
12 877 -47
12 895 -26
12 902 -15
12 904 -20
12 940 82
12 987 4
13 36 -9
13 82 13
13 87 -5
13 88 97
13 100 0
13 151 90
13 163 -78
13 216 14
13 229 -35
13 246 24
13 277 -47
13 292 5
13 371 96
13 383 90
13 401 80
13 405 -28
13 418 75
13 441 -96
13 453 6
13 462 -20
13 531 -68
13 543 -40
13 557 -19
13 570 -36
13 581 45
13 593 16
13 598 -95
13 602 -29
13 609 -44
13 614 -16
13 617 47
13 633 8
13 684 -38
13 693 -83
13 767 0
13 780 87
13 786 78
13 801 -91
13 808 92
13 834 -77
13 876 -45
13 884 -98
13 899 -27
13 936 -60
13 947 -6
13 968 -69
13 981 10
14 15 -31
14 24 49
14 67 91
14 88 30
14 120 28
14 131 41
14 158 43
14 176 -92
14 178 31
14 179 87
14 180 -85
14 184 -47
14 204 26
14 214 68
14 220 -4
14 231 -40
14 244 89
14 265 -14
14 271 -49
14 328 -4
14 329 9
14 358 -84
14 367 -32
14 375 60
14 407 -22
14 409 90
14 512 -62
14 515 -14
14 522 -63
14 529 15
14 531 94
14 575 7
14 579 -48
14 584 -91
14 599 -87
14 609 -63
14 624 -72
14 637 11
14 653 -33
14 656 92
14 774 34
14 784 -93
14 801 -54
14 802 -10
14 843 12
14 844 -69
14 884 49
14 917 4
14 930 66
14 932 -33
14 933 -61
14 951 4
14 956 -66
14 971 -94
15 26 -85
15 75 69
15 100 44
15 125 35
15 133 74
15 138 56
15 168 -51
15 182 -56
15 188 -83
15 196 -48
15 204 27
15 207 94
15 223 -77
15 230 -87
15 267 83
15 295 72
15 306 35
15 308 23
15 338 -65
15 432 -54
15 471 68
15 511 40
15 539 32
15 554 -66
15 573 62
15 590 -40
15 601 -77
15 637 -17
15 646 -70
15 654 54
15 655 48
15 656 32
15 657 -56
15 719 -81
15 727 -81
15 747 88
15 757 -68
15 798 -3
15 800 -9
15 866 10
15 872 -71
15 875 31
15 908 51
15 912 60
15 917 45
15 935 60
15 951 -9
15 985 -88
16 30 -45
16 47 -78
16 63 -85
16 69 -15
16 72 36
16 76 0
16 114 40
16 117 95
16 122 -22
16 125 93
16 154 81
16 160 -95
16 182 -94
16 195 -84
16 213 0
16 255 -31
16 257 -84
16 264 -72
16 280 -51
16 384 43
16 401 62
16 405 -30
16 463 -48
16 476 -32
16 481 -8
16 568 98
16 579 -5
16 612 82
16 631 -29
16 634 2
16 652 -2
16 659 99
16 673 -40
16 681 46
16 685 78
16 688 35
16 704 -3
16 722 -80
16 730 -35
16 748 80
16 758 20
16 805 -17
16 808 81
16 812 85
16 819 -81
16 842 -40
16 866 57
16 882 76
16 897 -60
16 898 -46
16 899 80
16 905 32
16 906 80
16 908 -53
17 19 -42
17 22 78
17 45 -82
17 51 13
17 71 -89
17 82 68
17 141 -60
17 144 -49
17 153 -72
17 236 -35
17 242 -86
17 302 -77
17 304 20
17 321 -91
17 326 -42
17 337 -45
17 350 -69
17 353 -24
17 356 51
17 360 4
17 403 -91
17 410 89
17 424 62
17 515 -55
17 524 89
17 527 84
17 534 -10
17 565 0
17 574 53
17 595 27
17 601 -31
17 635 -57
17 642 -61
17 669 51
17 682 6
17 715 -22
17 733 47
17 742 65
17 746 80
17 748 -95
17 765 -21
17 817 -22
17 825 39
17 873 -43
17 883 -47
17 903 -73
17 906 -50
17 924 -92
17 926 52
17 928 -53
18 74 -32
18 111 27
18 120 -10
18 151 46
18 159 -97
18 160 -23
18 162 47
18 182 -35
18 232 -67
18 277 -92
18 308 -9
18 361 46
18 364 -53
18 380 -94
18 402 81
18 462 12
18 519 37
18 526 -24
18 529 -27
18 534 -57
18 552 -24
18 589 -93
18 640 -47
18 648 -8
18 664 18
18 670 59
18 687 19
18 702 39
18 708 20
18 724 76
18 742 -64
18 744 -75
18 758 33
18 857 6
18 879 69
18 891 -31
18 892 -99
18 908 54
18 910 -92
18 926 -33
18 986 53
19 36 -25
19 59 46
19 82 -27
19 85 9
19 86 -32
19 100 0
19 118 -64
19 122 -85
19 123 35
19 137 29
19 156 16
19 165 -58
19 199 33
19 219 36
19 229 5
19 265 50
19 276 93
19 280 64
19 298 57
19 326 85
19 328 26
19 331 -58
19 336 -81
19 377 12
19 380 -72
19 433 9
19 457 -36
19 458 99
19 460 -17
19 473 98
19 478 -8
19 514 74
19 517 -42
19 589 50
19 606 52
19 663 71
19 664 -2
19 665 19
19 692 -56
19 710 36
19 721 91
19 772 52
19 783 -53
19 792 9
19 793 -2
19 796 82
19 807 79
19 850 97
19 853 -27
19 854 2
19 883 -34
19 884 -64
19 906 -67
19 907 -45
19 920 91
19 976 73
19 987 86
20 44 2
20 50 19
20 56 -84
20 58 -38
20 70 58
20 75 25
20 133 98
20 205 -16
20 209 97
20 211 86
20 228 -55
20 257 -2
20 288 35
20 335 -18
20 340 8
20 378 56
20 395 -17
20 398 -98
20 401 0
20 403 -43
20 413 98
20 427 43
20 442 -28
20 447 3
20 449 89
20 457 52
20 483 -28
20 507 -47
20 548 14
20 552 -57
20 588 65
20 594 -31
20 634 69
20 653 86
20 666 -17
20 701 -54
20 726 40
20 759 44
20 776 49
20 813 31
20 828 -21
20 831 -20
20 833 -54
20 838 14
20 859 14
20 864 94
20 893 83
20 906 33
20 962 42
20 974 11
20 986 -75
20 991 20
21 40 37
21 62 -15
21 63 44
21 94 35
21 98 53
21 100 86
21 113 45
21 158 -31
21 173 75
21 198 -92
21 222 77
21 230 81
21 260 -70
21 280 -25
21 290 41
21 291 47
21 296 97
21 299 23
21 314 -28
21 316 -84
21 343 -55
21 345 45
21 365 10
21 370 -31
21 371 -55
21 393 71
21 398 -87
21 416 -28
21 435 20
21 445 98
21 449 86
21 453 -24
21 457 -68
21 480 19
21 519 -81
21 522 -7
21 554 -6
21 571 -22
21 642 -95
21 645 -80
21 684 -74
21 742 44
21 768 -55
21 790 -31
21 818 55
21 823 -62
21 824 -49
21 830 24
21 881 -28
21 890 -48
21 904 -81
21 906 2
21 927 99
22 32 14
22 83 -86
22 105 -96
22 110 -46
22 117 -23
22 123 24
22 127 72
22 164 -10
22 180 45
22 213 -13
22 219 -61
22 220 51
22 221 37
22 257 -95
22 269 -70
22 277 -24
22 300 2
22 306 3
22 332 -50
22 341 -51
22 349 -50
22 361 -27
22 369 13
22 387 21
22 407 -11
22 452 37
22 474 -47
22 475 3
22 478 -42
22 506 70
22 530 15
22 536 90
22 565 -80
22 582 -8
22 636 91
22 639 -73
22 645 61
22 656 -94
22 672 7
22 689 56
22 693 17
22 696 46
22 734 91
22 746 -62
22 778 -59
22 846 34
22 931 48
22 951 -28
22 959 -47
22 981 -94
23 44 48
23 49 -97
23 81 20
23 139 27
23 142 -4
23 168 -44
23 170 41
23 175 21
23 221 -72
23 225 -38
23 276 53
23 299 1
23 304 -15
23 325 -31
23 338 -1
23 355 77
23 372 -37
23 388 97
23 406 41
23 426 -51
23 430 54
23 498 -30
23 504 -96
23 505 18
23 507 -47
23 514 60
23 569 17
23 573 -41
23 591 25
23 605 55
23 612 24
23 618 -45
23 630 -90
23 674 -49
23 689 -14
23 704 -75
23 718 -11
23 726 -98
23 760 -67
23 801 -59
23 808 -6
23 833 -25
23 841 -65
23 908 81
23 914 11
23 937 -93
23 957 40
23 968 -16
23 969 -58
23 975 10
23 979 -79
23 981 41
23 993 48
24 45 -63
24 51 -43
24 70 2
24 76 -91
24 84 -66
24 106 -8
24 165 73
24 184 53
24 212 96
24 234 -69
24 242 -47
24 247 -72
24 299 2
24 301 4
24 330 -95
24 337 -70
24 346 -7
24 366 -32
24 399 -46
24 426 -85
24 431 -58
24 452 45
24 472 -66
24 502 -58
24 503 34
24 506 -54
24 547 -57
24 564 94
24 595 -12
24 623 -99
24 636 -21
24 642 -46
24 651 90
24 661 -14
24 664 66
24 698 -27
24 703 91
24 712 35
24 724 -6
24 734 -12
24 760 -33
24 763 -65
24 764 -14
24 770 27
24 781 99
24 782 -61
24 822 -72
24 828 12
24 842 -80
24 843 -17
24 876 37
24 880 33
24 908 -57
24 931 -39
24 933 45
24 944 30
24 949 -26
24 960 -17
25 34 14
25 42 -51
25 51 46
25 89 5
25 174 -68
25 188 33
25 194 -35
25 205 42
25 232 -94
25 271 20
25 278 31
25 298 58
25 300 37
25 352 -50
25 430 35
25 434 39
25 444 84
25 518 35
25 544 38
25 567 -40
25 569 22
25 596 -30
25 604 -9
25 623 -52
25 627 -10
25 630 16
25 641 74
25 646 -4
25 690 46
25 696 59
25 744 62
25 755 -53
25 756 -8
25 766 -84
25 814 91
25 824 -60
25 825 85
25 895 30
25 901 -50
25 905 61
25 910 27
25 926 -1
25 946 48
25 947 -1
25 954 17
25 997 42
26 38 -6
26 43 -32
26 63 14
26 115 -96
26 140 -42
26 145 56
26 170 -3
26 173 -28
26 182 -33
26 229 53
26 253 70
26 263 46
26 267 75
26 268 65
26 270 77
26 288 9
26 310 -84
26 357 98
26 359 77
26 385 -71
26 390 59
26 412 -26
26 413 -18
26 419 54
26 445 6
26 451 -86
26 500 83
26 528 71
26 577 50
26 584 98
26 589 -43
26 606 0
26 615 -96
26 616 -41
26 627 -94
26 628 69
26 648 21
26 659 -33
26 666 41
26 696 -75
26 704 -24
26 707 -42
26 717 91
26 728 28
26 737 -57
26 745 0
26 802 76
26 815 85
26 873 -2
26 874 82
26 878 98
26 895 -25
26 962 21
26 991 54
26 999 -73
27 29 -88
27 41 -76
27 56 -24
27 68 77
27 80 64
27 90 -76
27 112 -8
27 119 45
27 125 -85
27 131 81
27 160 -88
27 167 -88
27 190 -40
27 191 -92
27 237 33
27 260 -25
27 276 43
27 287 40
27 328 82
27 350 -65
27 416 98
27 429 33
27 435 5
27 440 -6
27 442 -60
27 473 -87
27 483 46
27 545 2
27 564 95
27 569 60
27 584 73
27 616 59
27 620 57
27 623 -45
27 630 6
27 635 62
27 661 64
27 691 -71
27 713 0
27 726 84
27 729 -40
27 732 -33
27 745 32
27 752 53
27 797 -90
27 806 -53
27 813 35
27 850 33
27 851 -62
27 858 -96
27 890 63
27 906 -57
27 934 26
27 941 57
27 968 11
27 989 58
28 43 -97
28 106 -17
28 111 -19
28 119 20
28 151 56
28 186 -1
28 202 24
28 205 -81
28 214 -40
28 303 34
28 310 -84
28 339 68
28 348 -28
28 373 89
28 386 39
28 408 -98
28 458 -56
28 491 89
28 506 43
28 521 -49
28 535 -89
28 539 -95
28 570 -14
28 571 -1
28 578 -35
28 579 91
28 582 -48
28 583 20
28 584 -33
28 598 29
28 633 -61
28 679 74
28 697 -4
28 699 4
28 726 -27
28 738 -18
28 747 -70
28 764 -43
28 791 30
28 833 -76
28 836 -56
28 842 2
28 845 67
28 857 48
28 870 -15
28 876 -46
28 897 -49
28 928 92
28 959 -6
28 962 10
28 985 99
29 45 92
29 62 -17
29 69 39
29 95 60
29 101 87
29 109 32
29 125 63
29 143 -43
29 167 28
29 169 45
29 171 -89
29 206 -60
29 245 -46
29 261 -51
29 262 -99
29 271 70
29 272 0
29 273 -3
29 281 39
29 309 -24
29 315 -51
29 354 -66
29 356 56
29 366 -93
29 379 -73
29 383 -83
29 453 74
29 475 76
29 502 -52
29 505 75
29 522 -84
29 589 -48
29 629 51
29 634 35
29 654 -49
29 667 64
29 692 32
29 716 -68
29 738 34
29 819 47
29 877 -76
29 888 -36
29 930 -3
29 940 27
29 952 -5
30 32 -93
30 43 -85
30 75 -81
30 82 -80
30 88 48
30 96 -5
30 115 73
30 126 -75
30 135 82
30 156 -60
30 159 -99
30 160 -65
30 167 -94
30 168 -11
30 170 0
30 198 -39
30 213 -64
30 215 -64
30 217 -43
30 260 73
30 281 -92
30 291 -84
30 294 -3
30 326 -66
30 364 -39
30 370 66
30 398 56
30 408 -4
30 420 -53
30 432 78
30 441 59
30 481 73
30 483 -56
30 497 -99
30 505 -43
30 569 89
30 576 -45
30 602 -80
30 604 72
30 611 37
30 662 -22
30 663 96
30 671 11
30 680 -69
30 683 -83
30 697 -81
30 745 -53
30 749 39
30 780 -77
30 784 6
30 791 61
30 830 -57
30 865 16
30 874 61
30 898 99
30 905 -38
30 912 92
30 919 35
30 966 4
30 978 39
31 49 70
31 80 -92
31 98 85
31 102 -62
31 139 -94
31 167 17
31 241 15
31 273 80
31 304 -83
31 401 -47
31 505 -94
31 530 -5
31 535 -83
31 549 46
31 574 1
31 605 -23
31 619 -48
31 656 -31
31 658 81
31 665 13
31 672 -80
31 680 -64
31 701 -35
31 704 20
31 749 50
31 756 -4
31 790 -44
31 794 97
31 801 20
31 820 5
31 828 62
31 829 56
31 848 15
31 890 -2
31 894 71
31 897 12
31 898 -46
31 905 -74
31 931 -4
31 976 22
31 979 -67
31 983 -88
32 41 95
32 67 51
32 85 -15
32 103 -20
32 118 39
32 131 -95
32 138 33
32 146 -52
32 202 -95
32 218 -47
32 245 -88
32 251 -66
32 285 -70
32 288 -40
32 290 11
32 313 -76
32 314 68
32 318 -58
32 320 47
32 328 -43
32 346 82
32 396 -34
32 486 63
32 512 7
32 535 -88
32 539 89
32 574 -73
32 581 -96
32 584 59
32 592 -78
32 600 33
32 604 -76
32 608 -2
32 610 -1
32 653 -71
32 657 10
32 664 24
32 684 -60
32 697 4
32 701 72
32 702 -94
32 716 34
32 727 -37
32 748 98
32 766 -38
32 781 92
32 794 51
32 799 95
32 835 -36
32 862 22
32 904 -75
32 906 88
32 933 -26
32 941 85
32 954 83
32 959 -17
32 979 13
32 985 79
32 998 22
33 35 -99
33 40 -45
33 81 -45
33 119 57
33 142 -77
33 183 34
33 194 84
33 205 52
33 220 17
33 248 -82
33 285 -29
33 307 -23
33 309 5
33 333 53
33 337 74
33 340 -23
33 342 52
33 348 53
33 379 13
33 391 54
33 409 -76
33 418 85
33 439 31
33 464 5
33 488 -88
33 505 -36
33 508 82
33 516 -47
33 526 -54
33 539 -68
33 566 -4
33 616 -26
33 626 -78
33 630 91
33 729 -12
33 740 -85
33 774 83
33 788 75
33 801 -5
33 827 -3
33 836 86
33 853 38
33 875 -27
33 880 46
33 890 -56
33 894 86
33 920 10
33 921 27
33 946 -58
33 989 -38
33 990 -95
34 48 -83
34 49 -16
34 56 24
34 68 90
34 121 -47
34 125 47
34 138 -50
34 139 -42
34 157 36
34 162 16
34 198 -94
34 211 -91
34 217 61
34 237 44
34 250 16
34 259 -25
34 274 -35
34 289 -28
34 299 -9
34 316 10
34 322 69
34 387 -81
34 391 97
34 398 46
34 453 33
34 454 98
34 471 41
34 519 -84
34 524 -79
34 557 -67
34 574 -45
34 582 -25
34 596 -65
34 600 2
34 609 -92
34 698 65
34 699 10
34 742 -33
34 764 -3
34 802 91
34 813 47
34 816 77
34 824 -17
34 869 88
34 875 -73
34 935 22
34 956 -18
34 958 80
34 962 -1
34 971 -99
34 974 66
34 989 -50
35 46 37
35 79 -53
35 83 -27
35 144 48
35 170 -13
35 185 -63
35 199 -96
35 203 -78
35 212 -92
35 220 -57
35 224 -55
35 251 -16
35 271 56
35 299 -37
35 301 95
35 343 -85
35 362 53
35 373 -73
35 379 76
35 386 -50
35 424 84
35 430 -21
35 442 22
35 493 -43
35 496 8
35 506 -35
35 556 71
35 573 -51
35 620 74
35 654 66
35 729 -2
35 734 28
35 740 44
35 766 -31
35 768 -23
35 786 77
35 787 91
35 792 30
35 812 -30
35 872 60
35 897 -1
35 946 -25
36 82 -36
36 121 -96
36 140 -41
36 164 72
36 170 7
36 173 -1
36 188 82
36 282 -87
36 311 -96
36 332 -37
36 361 -54
36 383 70
36 404 64
36 429 -22
36 441 -52
36 460 -47
36 469 29
36 488 -19
36 491 69
36 527 -12
36 548 -85
36 588 -79
36 627 -27
36 630 64
36 637 -74
36 642 -56
36 668 -92
36 720 -96
36 746 89
36 763 -55
36 790 -16
36 805 14
36 810 -76
36 816 -85
36 872 52
36 898 -67
36 945 54
36 953 40
36 954 -6
36 957 71
36 975 67
36 985 52
36 999 -34
37 39 -26
37 47 32
37 84 -33
37 88 -8
37 102 -53
37 130 -79
37 141 33
37 158 39
37 174 15
37 176 87
37 182 -97
37 194 72
37 239 17
37 289 -6
37 305 -70
37 307 -73
37 332 11
37 337 37
37 350 18
37 407 28
37 421 -53
37 425 -68
37 449 63
37 466 -53
37 469 30
37 480 -30
37 481 45
37 483 77
37 536 -89
37 544 -40
37 564 -82
37 587 46
37 596 -5
37 608 98
37 615 16
37 679 3
37 738 85
37 746 60
37 768 29
37 780 6
37 782 -45
37 784 85
37 799 1
37 814 27
37 846 -25
37 850 -87
37 871 62
37 875 -51
37 881 -96
37 883 13
37 919 11
37 947 -53
37 954 51
37 962 9
38 54 1
38 68 18
38 129 35
38 142 27
38 195 -62
38 219 59
38 235 -82
38 242 92
38 262 25
38 277 -34
38 283 71
38 329 -65
38 350 -6
38 372 13
38 400 58
38 424 68
38 444 33
38 459 87
38 469 -56
38 488 -94
38 509 15
38 520 -93
38 525 -6
38 584 67
38 587 -32
38 607 57
38 608 65
38 609 34
38 614 8
38 644 41
38 661 79
38 699 -17
38 713 -41
38 777 -68
38 780 92
38 785 -59
38 801 -20
38 842 48
38 872 -95
38 922 48
38 925 -30
38 954 88
38 965 -17
38 985 -39
39 43 74
39 49 -91
39 57 -10
39 71 -50
39 73 86
39 78 -38
39 165 46
39 222 -24
39 294 1
39 300 -10
39 337 -40
39 352 -42
39 366 -39
39 384 96
39 402 -92
39 459 73
39 473 17
39 487 45
39 488 -78
39 536 -15
39 569 -7
39 574 10
39 579 12
39 596 -97
39 602 61
39 641 -6
39 646 -92
39 659 -10
39 666 66
39 687 30
39 689 81
39 728 75
39 757 19
39 804 56
39 864 -35
39 882 92
39 887 -59
39 894 -99
39 907 -15
39 922 53
39 956 -24
39 991 66
40 45 -79
40 48 -29
40 81 -53
40 104 -17
40 107 12
40 130 18
40 144 86
40 148 -43
40 160 -50
40 274 -79
40 304 79
40 320 -60
40 415 13
40 438 2
40 462 21
40 475 -68
40 499 -42
40 510 33
40 532 23
40 553 -62
40 557 -26
40 565 -26
40 606 90
40 654 -6
40 672 25
40 726 68
40 728 26
40 731 -77
40 732 -19
40 752 58
40 776 -86
40 802 97
40 821 99
40 826 -4
40 867 -64
40 881 -52
40 894 21
40 911 -65
40 916 -61
40 959 -97
40 974 -41
40 993 -50
41 93 -13
41 101 43
41 141 -33
41 180 -17
41 185 -90
41 212 16
41 292 -79
41 304 -96
41 314 14
41 341 98
41 344 -86
41 353 68
41 358 65
41 389 -8
41 397 54
41 399 -65
41 463 56
41 464 97
41 476 -92
41 487 -38
41 496 81
41 498 48
41 513 4
41 543 -92
41 546 -4
41 598 -34
41 603 -3
41 644 78
41 699 83
41 709 15
41 712 -86
41 755 58
41 875 -27
41 877 -7
41 889 -33
41 890 -93
41 895 -21
41 911 -25
41 931 -62
41 939 -10
41 953 -19
41 991 85
41 992 35
41 995 -81
41 997 62
41 998 24
41 999 76
42 62 96
42 94 89
42 106 69
42 163 -6
42 171 -5
42 175 43
42 181 82
42 186 14
42 200 62
42 246 9
42 248 -4
42 261 -6
42 270 -37
42 271 96
42 315 -99
42 341 14
42 352 -50
42 385 -58
42 387 85
42 392 -45
42 406 97
42 428 44
42 429 -31
42 431 -95
42 437 -46
42 484 2
42 487 -60
42 497 -30
42 501 36
42 508 24
42 509 -2
42 522 31
42 541 -21
42 580 6
42 595 -93
42 636 -72
42 666 -51
42 668 60
42 677 -62
42 691 -5
42 750 -70
42 760 -18
42 763 8
42 775 73
42 780 -21
42 788 -78
42 810 -16
42 828 -83
42 838 13
42 851 18
42 862 14
42 873 -57
42 886 -91
42 897 62
42 915 46
42 951 -74
42 962 88
42 984 35
43 51 73
43 142 -91
43 151 -17
