5000 21528
26 4900 682
27 178 385
27 878 706
27 999 379
27 1083 694
27 2192 357
27 3155 13
27 3317 510
27 4563 814
27 4655 983
28 138 182
28 324 376
28 598 255
28 2171 682
28 2780 604
28 3404 284
28 4706 707
28 4805 28
29 672 641
29 1151 700
29 1341 797
29 1924 977
29 2033 695
29 2161 840
29 2662 818
29 2937 519
29 2949 8
29 3421 968
29 3942 400
30 655 188
30 1546 129
30 1707 815
30 1722 338
30 2360 105
30 4834 933
31 1472 751
31 2166 341
31 2961 564
31 2999 850
31 3497 397
32 582 971
32 790 938
32 872 706
32 927 279
32 1920 141
32 3223 181
32 4942 341
33 536 923
33 617 800
33 770 678
33 1256 604
33 1417 183
33 2273 111
33 3185 236
33 4670 880
33 4710 34
34 36 720
34 1102 689
34 1751 496
34 2016 520
34 4046 856
34 4577 347
35 153 178
35 194 757
35 701 853
35 1191 509
35 2163 810
35 2624 897
35 2738 132
35 3288 210
35 3938 373
35 4369 124
36 2362 643
36 2982 306
36 3053 584
36 3692 830
36 3786 113
36 4039 192
36 4332 946
37 564 286
37 1001 842
37 2383 32
37 2851 868
37 4046 289
37 4350 491
37 4626 386
37 4680 144
37 4998 745
38 143 307
38 614 332
38 641 531
38 1701 897
38 2001 38
38 2783 430
39 255 402
39 256 909
39 1479 444
39 2498 561
39 2529 921
39 3350 783
39 3373 868
39 3625 91
39 4682 719
40 106 121
40 576 497
40 1276 835
40 1531 662
40 1717 102
40 1815 119
40 2189 990
40 2327 60
40 2545 95
40 2959 799
40 3378 66
40 4528 674
40 4715 226
41 1132 683
41 1394 117
41 1851 191
41 2003 414
41 2601 358
41 2738 756
41 2758 412
41 2884 33
41 3335 319
41 3550 618
41 4506 616
41 4583 938
42 216 56
42 838 646
42 848 597
42 2192 640
42 2481 674
42 4079 193
43 248 993
43 935 290
43 961 281
43 1107 98
43 1244 545
43 1839 978
43 2190 57
43 3217 857
43 3662 373
44 1027 763
44 2779 349
44 2826 92
44 3110 681
44 3626 446
44 4200 380
44 4220 768
44 4838 240
44 4937 615
45 362 506
45 1789 193
45 1986 860
45 3774 906
45 3896 28
45 4433 234
45 4530 523
45 4798 143
45 4900 970
46 280 824
46 973 250
46 1886 589
46 2073 920
46 2946 786
46 3152 285
46 3174 911
46 3246 108
46 4111 473
47 221 614
47 274 718
47 755 430
47 1852 435
47 1985 163
47 2323 583
47 4014 430
47 4017 468
48 55 608
48 352 558
48 1196 101
48 1826 828
48 2167 247
48 3520 960
48 3611 110
48 4440 904
49 108 813
49 1059 758
49 1178 582
49 2537 559
49 2661 326
49 2678 175
49 2980 367
49 3321 214
49 3482 998
49 3595 884
49 4526 991
50 1194 310
50 1554 594
50 1682 14
50 2089 242
50 2205 238
50 2885 227
50 4074 779
50 4615 912
51 498 967
51 1652 813
51 2032 309
51 2968 446
51 2987 246
51 3092 425
51 4013 4
51 4423 473
51 4806 885
51 4888 769
52 356 953
52 373 56
52 2342 825
52 2822 499
52 3400 571
52 3612 153
52 3727 443
53 643 905
53 767 172
53 1040 840
53 1049 452
53 1106 622
53 4162 372
53 4672 823
54 363 602
54 3283 16
54 3783 672
54 4303 30
54 4980 912
55 344 131
55 502 295
55 1444 174
55 1977 558
55 2971 283
55 3768 88
55 4231 277
55 4469 162
55 4556 662
56 639 966
56 676 30
56 804 649
56 1077 501
56 1212 268
56 1869 241
56 2395 32
56 3103 33
56 3221 912
56 4356 402
57 291 36
57 1463 594
57 2415 866
57 3658 669
57 3828 22
57 3891 784
58 161 451
58 643 140
58 1265 653
58 2827 354
58 2857 585
58 3147 681
58 3403 826
58 4523 51
59 591 943
59 989 410
59 2454 23
59 2806 170
59 2870 121
59 3721 54
59 3903 688
59 4115 782
60 455 865
60 2165 308
60 2331 664
60 2543 245
60 3346 62
60 3584 394
60 4698 467
61 310 945
61 357 141
61 454 335
61 1756 695
61 2832 914
61 3301 935
61 3867 923
61 4427 792
61 4467 981
62 2731 49
62 3312 684
62 3836 964
63 803 468
63 1126 77
63 1209 816
63 1328 768
63 1523 457
63 1692 492
63 1906 257
63 2557 548
63 2690 401
63 4883 423
63 4958 721
64 689 655
64 1968 238
64 2219 586
64 2985 784
64 3422 213
65 430 771
65 776 568
65 1458 933
65 2314 445
65 2557 880
65 3082 615
65 3382 286
65 3683 833
65 4231 494
66 1933 62
66 2123 554
66 3602 597
66 4335 649
67 665 645
67 929 461
67 1340 88
67 2132 393
67 2919 878
67 2968 18
67 3168 125
67 4989 723
68 155 255
68 403 69
68 854 87
68 967 175
68 1334 473
68 3278 571
68 3946 654
69 452 957
69 676 645
69 1528 205
69 2502 441
69 2904 681
69 3453 119
69 3535 680
69 4234 480
69 4819 418
70 513 507
70 1690 132
70 2007 628
70 2959 712
70 3149 78
70 3183 982
70 3588 578
70 4569 929
71 168 947
71 1091 139
71 1471 160
71 1537 313
71 2456 411
71 3685 785
71 3899 408
71 4661 106
72 1261 386
72 1334 139
72 2526 581
72 4416 561
72 4919 267
73 110 658
73 549 985
73 612 157
73 709 885
73 1797 346
73 3323 377
73 3729 632
73 4467 415
73 4767 127
74 263 984
74 971 940
74 1457 456
74 2348 646
74 3680 112
74 4913 469
75 1945 820
75 2108 386
75 3529 35
75 4150 140
75 4619 758
75 4661 924
75 4758 503
76 229 93
76 1426 270
76 1434 557
76 1930 565
76 1962 32
76 3964 900
77 105 393
77 454 547
77 633 909
77 1107 8
77 1190 437
77 2605 742
77 4223 244
77 4579 419
77 4867 889
78 500 160
78 865 185
78 1152 74
78 1657 994
78 2286 56
78 2380 372
78 2575 213
78 2637 191
78 3257 621
78 3612 715
78 3999 127
78 4190 242
78 4292 126
78 4435 870
79 1966 387
79 3471 8
79 4220 165
79 4459 413
79 4749 603
80 287 694
80 748 684
80 1388 885
80 2230 246
80 4884 187
81 609 64
81 3116 804
81 3263 712
81 3368 926
81 4137 648
81 4912 358
82 374 418
82 670 922
82 870 992
82 1481 227
82 1592 618
82 2386 754
82 2829 268
82 2888 156
82 3842 233
82 4397 209
82 4425 443
83 125 933
83 340 658
83 1334 188
83 1446 807
83 4632 69
84 297 3
84 323 926
84 563 863
84 1007 403
84 1610 436
84 2978 716
84 4073 622
84 4168 835
85 189 459
85 865 137
85 970 340
85 1328 796
85 1642 476
85 1679 867
85 2872 891
85 2958 259
85 3330 172
85 3566 132
85 3693 168
85 3787 396
85 4328 784
86 2198 106
86 2465 892
86 4248 472
86 4269 132
86 4562 581
86 4983 882
87 909 979
87 2803 534
87 3746 806
87 3816 655
87 4406 444
87 4483 567
88 526 980
88 553 204
88 822 976
88 1085 203
88 1196 576
88 1476 999
88 1544 24
88 1893 630
88 2458 473
88 3295 804
88 4820 306
89 195 156
89 242 362
89 417 520
89 444 273
89 1117 817
89 1563 356
89 1810 550
89 2843 127
89 4202 595
90 929 208
90 1811 247
90 2643 712
90 2742 412
90 2748 205
90 2981 324
90 3219 957
90 3414 760
90 3585 880
90 4270 771
91 136 964
91 743 500
91 808 173
91 967 498
91 1345 258
91 1519 944
91 1605 252
91 1940 689
91 2435 368
91 3109 243
91 4780 303
91 4827 954
92 289 482
92 323 41
92 470 681
92 1026 490
92 1338 518
92 1603 44
92 1645 373
92 1684 663
92 1755 444
92 1923 282
92 1926 611
92 2589 622
92 3252 587
92 4325 435
92 4468 733
92 4640 89
93 547 850
93 1279 296
93 1310 462
93 3153 964
93 3792 807
93 4171 240
93 4287 929
93 4802 336
94 262 436
94 646 948
94 1786 451
94 2300 516
94 3327 686
94 4085 948
94 4207 261
94 4752 642
94 4967 863
95 316 77
95 1440 963
95 1462 770
95 1904 16
95 3346 268
95 3808 670
95 4696 171
96 963 951
96 1138 190
96 1158 482
96 1389 560
96 1440 455
96 2719 539
96 3218 522
96 3393 933
96 3409 481
96 3582 669
97 114 287
97 627 722
97 831 147
97 1482 993
97 1752 298
97 2440 490
97 2602 209
97 2731 451
97 2807 859
97 3332 27
97 3852 759
97 3938 5
97 4690 275
98 156 799
98 192 482
98 266 467
98 940 442
98 1451 664
98 2118 98
98 4525 656
98 4735 825
98 4923 893
99 411 425
99 1269 794
99 2175 960
99 4497 278
99 4894 297
100 317 920
100 549 476
100 2072 357
100 2329 702
100 2369 732
100 2491 31
100 2494 318
100 2498 685
100 2649 703
100 3094 392
100 3219 646
100 4508 90
100 4738 506
100 4830 233
101 914 221
101 1225 856
101 1325 349
101 2352 22
101 2607 924
101 3258 770
101 3512 534
101 3606 569
101 4773 923
101 4868 267
101 4885 151
101 4919 890
102 823 896
102 842 653
102 939 985
102 1219 177
102 4018 849
102 4150 701
103 113 886
103 578 863
103 1367 678
103 1767 83
103 1898 347
103 1949 318
103 2657 561
103 3156 173
103 4845 707
104 676 930
104 760 474
104 1470 781
104 1702 94
104 2317 523
104 2541 60
104 2617 212
104 2731 366
104 2929 964
104 4242 203
104 4755 407
105 518 478
105 605 833
105 1715 520
105 1740 627
105 4057 677
106 277 500
106 852 218
106 924 169
106 928 464
106 2724 866
106 3121 235
106 3386 733
106 3388 514
106 3496 196
106 4736 920
107 377 442
107 1698 516
107 1811 697
107 1972 577
107 2223 918
107 2341 719
107 3164 744
107 4066 782
108 210 569
108 307 869
108 644 800
108 1726 45
108 2464 696
108 4631 454
108 4639 678
108 4677 507
109 488 877
109 677 212
109 692 741
109 1528 275
109 2938 792
109 3148 496
109 3812 347
109 3818 966
109 3889 481
109 4390 238
109 4552 422
109 4659 753
110 331 126
110 1173 443
110 1229 836
110 1446 740
110 1719 73
110 2928 273
110 3200 817
110 3461 91
110 3669 65
110 4098 145
111 1674 79
111 2823 382
111 2913 827
111 4512 355
111 4699 320
111 4938 588
112 231 999
112 2758 771
112 2996 211
112 3467 327
112 3480 291
112 4052 656
112 4703 258
112 4789 396
113 393 872
113 1553 164
113 2419 18
113 3335 527
113 3708 474
113 4208 305
114 2414 37
114 2635 19
114 4775 71
115 445 480
115 602 36
115 1295 482
115 2004 226
115 2452 640
115 4563 247
116 185 354
116 1157 618
116 3582 609
116 4220 637
116 4254 718
116 4416 176
116 4515 922
116 4640 473
116 4917 919
117 442 499
117 526 520
117 1045 982
117 1212 238
117 1220 734
117 1539 592
117 2205 256
117 2782 306
117 3930 394
117 4183 148
117 4252 54
117 4465 729
117 4657 608
117 4773 815
118 234 413
118 1087 769
118 1747 508
118 1966 333
118 3295 497
118 3579 988
118 3729 464
118 3779 75
118 4304 783
118 4852 884
119 342 900
119 533 125
119 1296 431
119 1883 720
119 1886 471
119 2451 619
119 2709 700
119 2830 754
119 3686 528
119 3814 877
119 4650 907
120 566 850
120 1115 371
120 1210 99
120 1319 504
120 2043 534
120 2152 312
120 4546 933
121 314 279
121 499 399
121 659 214
121 956 158
121 1659 698
121 1794 554
121 2174 438
121 2401 765
121 2787 305
121 3150 919
121 3589 691
121 3716 908
121 4566 268
121 4996 983
122 251 26
122 1799 534
122 2454 834
122 3673 393
122 3957 50
122 4099 97
122 4396 226
122 4623 189
123 569 411
123 1664 283
123 2657 282
123 2832 673
123 3437 71
123 4106 90
123 4247 298
124 1007 946
124 1145 499
124 1396 652
124 1718 211
124 1962 116
124 3506 698
124 4178 345
124 4233 537
125 127 698
125 156 731
125 545 213
125 1557 587
125 1592 360
125 1792 780
125 2119 507
125 4259 918
125 4349 784
125 4486 263
125 4763 491
126 206 52
126 377 47
126 672 128
126 908 226
126 1647 675
126 2028 294
126 2141 183
126 2308 678
126 2685 620
126 3656 289
126 3839 113
126 3993 283
126 4097 59
126 4272 714
126 4302 373
126 4476 67
126 4503 730
126 4994 667
127 148 761
127 167 254
127 256 434
127 669 327
127 735 291
127 1677 93
127 2263 402
127 3142 551
127 3529 749
127 4178 150
127 4530 21
127 4738 395
128 283 274
128 530 798
128 1202 347
128 1559 591
128 3181 168
128 3594 808
128 4611 879
129 260 794
129 1637 13
129 2129 670
129 2287 577
129 3843 653
129 4137 347
129 4722 949
130 1136 848
130 1707 941
130 2453 57
130 2676 531
130 4310 357
131 523 397
131 1197 714
131 1263 380
131 1686 939
131 2346 369
131 3207 792
131 3261 915
131 3320 165
131 3823 241
131 4355 702
131 4969 140
132 182 49
132 934 779
132 1570 581
132 1858 462
132 2381 14
132 3872 775
132 4413 326
132 4724 990
133 1124 660
133 1159 527
133 1207 650
133 2118 411
133 3190 633
133 3895 999
133 4568 644
134 626 250
134 1494 459
134 2566 266
134 3565 115
134 3620 265
135 366 638
135 2831 445
135 2834 305
135 2986 796
135 3400 828
135 4364 710
135 4372 46
136 1348 551
136 1856 45
136 2409 103
136 3066 408
137 792 26
137 827 301
137 1043 886
137 1134 350
137 1548 725
137 3035 604
137 3570 594
137 3638 111
138 147 277
138 1230 942
138 1341 911
138 1549 767
138 2254 45
138 2498 865
138 2653 818
138 2867 680
138 2930 397
138 2972 416
138 3063 236
139 684 755
139 1941 365
139 2369 117
139 4126 75
139 4410 300
139 4574 940
140 502 254
140 1075 825
140 1136 510
140 1442 582
140 1978 597
140 2094 999
140 2220 500
140 2467 546
140 2730 977
140 2847 508
140 2876 28
140 3193 854
140 3298 205
141 423 399
141 831 818
141 1089 325
141 1248 334
141 1285 23
141 2505 715
141 2757 940
141 3574 949
141 4818 273
142 2151 449
142 2654 149
142 4220 205
142 4453 610
143 459 821
143 1784 404
143 2486 623
143 2870 16
143 3949 130
143 4325 763
143 4834 953
144 265 742
144 730 202
144 2912 46
144 3345 55
144 3397 160
144 3480 399
144 3929 252
144 3933 56
144 4110 163
145 2938 116
145 3205 950
145 3680 52
145 4404 193
146 1502 420
146 2991 825
146 3484 504
146 3846 681
146 3961 385
146 4723 657
146 4820 905
146 4883 989
147 439 403
147 652 292
147 1627 657
147 1850 134
147 2544 964
147 2586 990
147 2602 40
147 2787 332
147 4487 809
148 1502 81
148 1979 793
148 2021 469
148 2554 599
148 4999 792
149 220 112
149 335 797
149 539 969
149 548 988
149 1893 700
149 2981 620
149 3479 625
150 2495 181
150 2899 436
150 3248 472
150 3473 46
150 3619 700
150 3622 31
150 4022 703
150 4350 565
150 4711 184
151 908 54
151 1036 914
151 2838 107
151 3979 678
151 4017 777
151 4574 630
152 518 416
152 626 452
152 1658 832
152 2398 399
152 2782 833
152 4685 175
152 4754 837
153 1621 551
153 1803 952
153 2188 458
153 3000 610
153 4235 656
153 4376 421
154 202 945
154 1846 578
154 2648 284
154 2921 735
154 3559 525
154 3743 588
154 3757 759
155 337 449
155 558 927
155 858 158
155 1887 367
155 1937 941
155 3520 249
155 3834 389
155 4252 125
156 1007 278
156 1051 216
156 1321 831
156 1540 394
156 1633 9
156 3468 480
156 3478 979
156 3598 815
156 3909 402
156 4003 489
156 4958 854
157 192 640
157 725 598
157 879 37
157 897 466
157 1567 655
157 1702 665
157 2208 830
157 3538 490
157 4012 272
157 4322 764
157 4772 342
157 4912 20
158 490 547
158 847 407
158 1024 530
158 3077 305
158 4320 702
158 4341 843
158 4745 123
159 1561 943
159 1746 245
159 2532 247
159 4108 663
159 4133 978
159 4345 360
160 1049 698
160 1070 259
160 1589 186
160 2531 714
160 2722 543
160 2799 695
160 3371 548
160 4715 734
161 720 508
161 1240 213
161 1268 829
161 2293 370
161 2968 785
161 3053 156
161 3704 359
161 3841 911
161 4288 367
161 4760 57
162 179 458
162 1163 385
162 1622 14
162 1695 591
162 1721 277
162 1877 426
162 2020 453
162 2380 590
162 3463 240
162 3657 176
162 4611 671
163 212 194
163 594 483
163 698 700
163 1485 292
163 2292 906
163 2696 90
163 3313 953
163 3743 280
163 4636 517
164 242 827
164 282 531
164 513 24
164 1595 539
164 1789 597
164 1867 68
164 4227 102
164 4844 371
165 444 280
165 589 67
165 614 131
165 982 486
165 1122 587
165 1150 480
165 1540 974
165 2102 188
165 3238 328
165 3980 334
165 4148 928
165 4561 742
165 4863 556
166 910 950
166 1027 454
166 1366 750
166 1789 964
166 2071 207
166 2432 613
166 2433 719
166 2467 477
166 2681 875
166 3013 578
166 3841 867
167 264 417
167 366 785
167 689 802
167 1799 278
167 2756 953
167 2774 578
167 2863 872
167 3428 358
167 3730 547
167 3862 973
167 4335 249
168 177 756
168 590 140
168 661 618
168 1113 878
168 2225 303
168 3274 352
168 4037 690
168 4304 141
169 1270 255
169 1280 546
169 1818 325
169 2295 727
169 2771 761
169 3187 689
169 3606 683
169 4089 379
170 1399 986
170 1591 888
170 1763 66
170 2346 816
170 2475 277
170 3188 87
170 3428 449
170 4054 228
170 4569 959
170 4763 75
171 177 707
171 1053 810
171 1592 347
171 2092 892
171 2578 704
171 4340 328
171 4561 340
171 4594 892
172 2383 668
172 4647 964
172 4854 948
173 527 863
173 545 695
173 1429 319
173 1725 255
173 3048 991
173 3174 529
173 3472 998
173 4098 24
173 4169 172
173 4452 677
173 4988 594
174 1776 461
174 2540 703
174 2575 798
174 3406 799
174 4489 129
175 233 456
175 506 385
175 783 60
175 830 830
175 1343 884
175 1523 694
175 1526 705
175 1734 236
175 2373 90
175 2900 704
175 2996 267
175 3267 345
175 3828 435
176 402 581
176 427 623
176 820 699
176 832 124
176 978 218
176 1323 786
176 1443 174
176 1916 643
177 312 654
177 888 826
177 1136 973
177 1330 905
177 1647 355
177 2090 806
177 3863 690
177 4162 840
177 4196 248
178 1027 593
178 2179 118
178 2537 958
178 3401 283
178 3626 291
178 4549 924
178 4960 953
179 341 367
179 1278 520
179 2552 855
179 2601 357
179 3027 605
179 3684 209
180 454 93
180 1001 89
180 1240 807
180 2264 557
180 2896 841
180 3790 526
181 245 460
181 2437 848
181 2659 606
181 4850 776
181 4974 342
182 254 502
182 1072 457
182 1076 395
182 1143 50
182 3187 123
182 3359 400
182 4187 987
182 4353 228
182 4818 655
183 248 23
183 2077 420
183 2135 812
183 3233 907
183 3678 412
184 695 539
184 1951 818
184 2171 542
184 2875 212
184 3103 349
184 4286 690
184 4622 179
185 265 866
185 868 714
185 1204 802
185 1642 875
185 1690 200
185 1790 701
185 1815 132
185 1943 502
185 2573 894
185 2961 545
185 3887 794
185 3921 126
185 4193 578
185 4982 827
186 1040 251
186 1981 814
186 2795 626
186 3838 506
186 4297 811
186 4421 968
187 559 18
187 611 773
187 868 141
187 1722 127
187 2896 627
187 3549 264
187 3574 465
187 4113 77
187 4892 85
188 363 623
188 465 489
188 1355 802
188 1531 575
188 1638 504
188 1957 284
188 2048 655
188 2122 733
188 2582 434
188 2826 161
188 3159 651
188 3925 776
188 4161 250
189 355 173
189 1460 234
189 1502 541
189 1797 647
189 2893 710
189 3038 882
189 3355 499
189 4073 927
189 4295 131
189 4600 897
189 4814 855
190 251 820
190 365 886
190 1023 410
190 2206 875
190 2658 280
190 2729 207
191 439 591
191 1025 879
191 1175 605
191 1733 328
191 1983 370
191 2106 173
191 2817 392
191 2936 781
191 3573 529
191 4242 913
191 4393 446
191 4625 813
191 4729 545
192 1561 872
192 2081 577
192 3016 626
192 3938 23
193 267 263
193 613 594
193 1088 206
193 1241 270
193 1609 198
193 1612 824
193 1848 179
193 1928 677
193 2016 338
193 2464 215
193 3179 292
193 4002 528
193 4205 777
193 4559 936
194 2527 544
194 2588 451
194 2800 680
194 3039 548
194 3750 388
194 4625 398
194 4634 106
195 352 858
195 986 926
195 1267 295
195 1382 101
195 1602 676
195 1939 207
195 2482 281
195 2545 479
195 2863 248
195 3738 631
195 3809 701
196 1394 808
196 2056 536
196 2767 378
196 2894 35
196 3465 408
196 4061 842
196 4429 340
196 4561 286
197 256 651
197 382 317
197 581 360
197 1919 524
197 2013 786
197 2419 24
197 3562 795
197 3778 552
197 4439 70
197 4924 837
198 804 34
198 1161 524
198 1217 524
198 2348 607
198 3986 436
198 4060 182
198 4803 365
199 264 799
199 2612 636
199 3348 848
200 300 548
200 403 790
200 1099 231
200 1162 247
200 1398 287
200 1416 318
200 1462 547
200 2361 792
200 2600 135
200 3524 672
200 4804 149
201 779 150
201 1277 894
201 1608 194
201 1694 440
201 1714 839
201 2447 466
201 2829 95
201 3015 878
201 4922 531
202 1137 995
202 2252 515
202 2324 177
202 3103 699
202 4908 141
203 959 909
203 1042 971
203 1117 128
203 2479 845
203 2789 649
203 2997 684
203 3120 207
203 3606 287
203 4366 292
203 4924 586
203 4938 917
204 333 429
204 479 833
204 740 39
204 831 1
204 1050 938
204 1221 922
204 1549 634
204 1763 504
204 2321 756
204 2568 636
204 3287 835
204 3531 713
204 3599 748
204 3849 149
204 4579 516
205 285 350
205 1834 544
205 2157 483
205 2970 776
205 3692 961
205 3930 411
205 3931 191
205 4007 348
206 738 538
206 971 240
206 978 406
206 1121 739
206 2614 24
206 2785 581
206 2887 278
206 3202 328
206 4504 575
207 544 887
207 604 522
207 2502 578
207 2921 40
207 4732 844
207 4996 514
208 464 258
208 467 796
208 613 202
208 779 921
208 1431 919
208 1894 186
208 2706 975
208 3485 188
208 3503 225
208 3612 832
208 3840 638
208 4069 227
209 323 597
209 334 8
209 913 351
209 2187 523
209 3092 267
209 3619 403
209 4353 194
209 4461 966
210 1240 588
210 1365 848
210 2374 370
210 2473 837
210 3185 165
210 3468 888
210 3589 898
210 4229 885
211 265 527
211 1221 482
211 1657 172
211 2604 283
211 2863 466
211 2882 844
211 2961 594
211 3102 735
211 3766 254
212 509 290
212 555 377
212 643 656
212 1069 318
212 1464 237
212 2027 146
212 3109 18
212 4006 732
213 550 393
213 1081 962
213 1667 6
213 1970 7
213 3861 118
214 882 872
214 2478 694
214 2584 590
214 2713 977
214 2869 404
214 3974 487
214 4211 951
214 4528 403
215 306 143
215 933 343
215 1752 22
215 2142 539
215 2421 220
215 3146 220
215 4440 843
215 4609 390
216 318 221
216 1549 319
216 1937 84
216 2249 530
216 2425 953
216 2705 389
216 2924 647
216 3578 702
216 4095 695
217 443 610
217 1009 706
217 2467 837
217 4445 483
218 294 367
218 578 856
218 1025 102
218 2241 683
218 2442 628
218 2710 488
218 2735 360
218 2807 48
218 3752 290
218 4382 166
218 4403 116
219 262 512
219 927 749
219 1334 860
219 1470 479
219 1825 761
219 1838 884
219 2037 980
219 2122 70
219 3790 373
219 4840 8
219 4986 131
220 1425 284
220 1675 768
220 1863 992
220 1874 126
220 2067 933
220 2573 450
220 2579 243
220 2681 981
220 3065 57
220 4861 460
221 289 745
221 1288 317
221 2365 482
221 3662 200
221 3737 922
221 4971 681
222 572 645
222 1532 755
222 1944 224
222 3912 890
222 4002 779
223 304 486
223 1370 109
223 2937 124
223 3290 385
223 3419 906
224 781 24
224 2915 977
224 3617 401
224 4166 544
224 4246 259
224 4799 714
225 413 552
225 484 228
225 523 476
225 1406 121
225 2968 591
225 3809 310
225 4048 294
225 4640 422
226 1318 164
226 2352 462
226 2885 969
226 3477 716
226 4978 163
227 740 881
227 1870 607
227 1979 64
227 2390 346
227 2519 524
227 2866 389
227 3114 870
227 3403 463
227 3418 581
228 650 503
228 1768 967
228 1806 96
228 2101 35
228 2589 302
228 2821 504
228 3065 7
228 3243 902
228 3421 579
228 3942 991
228 4009 465
228 4120 759
228 4440 141
228 4792 382
228 4825 867
229 301 88
229 1505 708
229 3041 307
229 3715 437
229 4107 54
229 4247 155
230 406 815
230 407 744
230 1219 865
230 1824 217
230 2373 828
230 2574 999
230 2621 464
230 3176 623
230 3833 597
230 4442 295
230 4524 547
230 4584 454
230 4942 665
231 597 714
231 1497 592
231 2020 876
231 3495 491
231 4707 338
232 1290 318
232 1908 724
232 3265 690
232 3442 346
232 3715 328
232 4032 653
233 375 349
233 1950 368
233 2476 287
233 2488 160
233 2718 589
233 2775 706
233 2964 760
233 3043 284
233 4349 863
233 4759 404
234 1088 615
234 1628 6
234 2746 138
234 2804 400
234 3373 700
234 3538 858
234 4305 687
235 914 156
235 962 463
235 1344 526
235 1886 995
235 3154 872
235 3610 752
235 3997 342
235 4017 822
235 4802 200
235 4881 583
236 604 331
236 1394 705
236 1634 685
236 2063 130
236 2092 903
236 2548 703
236 2632 453
236 3730 549
236 4433 276
236 4888 749
237 268 829
237 397 886
237 1599 281
237 2549 760
237 3314 770
237 4206 724
237 4670 352
238 600 897
238 759 933
238 1175 646
238 1408 282
238 1708 785
238 2074 744
238 3917 541
238 4458 429
238 4814 755
239 368 343
239 1209 878
239 1776 867
239 3085 152
239 3834 599
239 3989 901
239 4715 17
240 957 169
240 1843 766
240 2183 893
240 3424 696
240 3645 607
240 3677 320
241 392 488
241 558 376
241 1419 935
241 1483 858
241 1983 30
241 2193 325
241 2642 899
241 3112 772
241 3506 941
241 4265 679
241 4723 475
241 4982 892
242 1591 34
242 2021 601
242 2040 848
242 2740 874
242 3181 535
242 3537 497
242 4745 977
243 614 811
243 957 199
243 985 260
243 1109 7
243 1146 234
243 1352 815
243 2799 923
243 3212 160
243 4808 836
244 1236 866
244 2257 460
244 3974 566
244 4153 918
244 4601 910
244 4650 997
245 776 16
245 1628 991
245 4307 549
245 4505 858
245 4686 425
246 503 547
246 528 896
246 635 149
246 1783 868
246 2171 396
246 2293 312
246 3134 449
246 3562 590
246 3743 128
246 4736 697
246 4845 502
246 4886 582
247 1662 782
247 3740 393
