1000 5072
29 857 -17
30 144 82
30 151 -59
30 310 37
30 334 -50
30 461 3
30 462 11
30 469 -83
30 586 92
30 678 -95
30 814 51
30 945 46
31 65 49
31 84 -49
31 163 22
31 288 -28
31 298 -84
31 460 95
31 521 -9
31 655 -46
31 661 20
31 710 -61
31 726 72
31 930 6
32 126 59
32 268 58
32 308 -8
32 526 81
32 537 72
32 570 -25
32 730 -8
32 843 -79
32 871 -16
33 48 34
33 149 36
33 185 50
33 585 -53
33 599 -51
33 684 -18
33 962 58
34 38 35
34 61 -91
34 84 57
34 114 14
34 212 -31
34 226 35
34 236 -38
34 240 -6
34 314 -92
34 330 86
34 465 -57
34 595 -43
34 894 -16
34 918 -27
34 924 -10
34 967 -80
35 99 -49
35 307 -72
35 413 48
35 801 -20
35 821 38
35 827 -33
35 833 15
35 909 -65
36 169 27
36 216 -87
36 333 -34
36 360 30
36 375 -99
36 567 -89
36 783 74
36 825 -47
36 956 -23
36 962 46
36 966 -78
37 73 -49
37 216 -3
37 244 -97
37 300 29
37 306 -66
37 655 6
37 675 -13
37 761 -38
37 818 26
38 170 -81
38 292 -50
38 306 -26
38 442 40
38 620 -20
38 668 59
38 678 -45
38 691 -44
38 692 -79
38 744 -41
38 907 46
38 971 -20
39 128 -51
39 134 82
39 146 -70
39 391 47
39 396 10
39 550 12
39 619 -80
39 777 22
39 837 -57
39 882 -74
39 900 -73
39 941 -42
40 113 -14
40 265 -83
40 353 84
40 555 -28
40 557 46
40 579 -34
40 656 87
41 63 95
41 204 -83
41 286 0
41 448 98
41 531 -81
41 534 -46
41 539 -81
41 680 92
41 763 -88
41 768 -90
41 801 27
41 815 -10
41 866 47
41 941 72
41 984 34
42 152 -5
42 257 -56
42 400 -17
42 463 93
42 547 11
42 571 -76
42 590 96
42 663 19
42 668 -34
42 717 97
43 427 33
43 501 18
43 563 -53
43 668 -80
43 767 85
43 904 -11
43 929 38
44 56 -95
44 103 -67
44 134 88
44 194 -97
44 229 66
44 265 23
44 288 -90
44 359 -60
44 490 56
44 518 -32
44 566 10
45 129 45
45 195 -66
45 204 -48
45 348 -14
45 416 -88
45 522 -76
45 523 -7
45 614 59
45 648 -58
45 770 76
45 784 5
45 990 13
46 236 -69
46 262 8
46 276 47
46 322 -65
46 427 -84
46 453 -84
46 682 90
46 804 46
47 137 -41
47 144 -72
47 274 68
47 336 62
47 339 -90
47 477 -78
47 535 60
47 586 -35
47 603 -76
47 692 77
47 710 -96
47 737 -66
48 156 78
48 321 -56
48 515 -86
48 648 -36
48 858 8
48 987 72
49 90 10
49 126 -23
49 338 59
49 453 -87
49 541 90
49 586 -60
49 619 -21
49 759 -47
49 897 37
49 930 83
50 172 36
50 201 13
50 261 -56
50 346 -3
50 506 -36
50 569 23
50 632 -39
50 705 -98
50 737 -67
50 809 0
50 829 -48
51 157 -79
51 203 -64
51 331 -18
51 362 -13
51 387 35
51 398 40
51 758 -65
52 178 -30
52 206 93
52 243 96
52 275 -64
52 630 -40
52 649 -78
52 679 3
52 936 -90
53 369 -72
53 445 -38
53 523 63
53 597 -30
53 748 -31
53 790 24
53 846 73
53 869 83
53 883 16
54 123 79
54 157 54
54 171 -63
54 175 -38
54 278 99
54 544 20
54 594 46
54 626 39
54 689 -98
55 90 58
55 157 18
55 473 96
55 494 -94
55 722 -62
55 954 28
56 85 30
56 307 -43
56 380 -86
56 670 -53
56 675 32
56 728 65
56 798 93
56 920 47
56 976 -49
57 121 0
57 145 83
57 214 -75
57 464 -6
57 607 -86
57 623 16
57 628 -75
57 672 -75
57 933 2
57 945 90
58 66 -55
58 92 -39
58 107 9
58 196 15
58 386 96
58 449 64
58 549 98
58 677 23
58 734 77
58 780 -19
58 804 -16
58 855 -13
58 991 70
59 69 12
59 105 -62
59 355 -51
59 523 47
59 621 50
59 687 24
59 689 77
59 799 29
59 837 -22
59 871 -45
59 905 3
59 932 9
60 286 30
60 302 -23
60 421 -9
60 626 63
60 805 68
60 852 -29
60 855 94
60 947 -78
61 74 -29
61 169 16
61 194 -60
61 241 21
61 269 -63
61 320 -1
61 694 -85
61 737 72
61 831 21
61 938 67
61 947 -57
61 975 0
62 315 94
62 635 36
62 779 -80
62 797 82
62 929 -44
63 187 55
63 194 2
63 300 5
63 440 -48
63 712 98
63 749 -35
63 897 -98
63 917 -48
63 973 87
64 174 -98
64 205 -34
64 300 -72
64 367 57
64 563 3
64 569 -85
64 647 -15
64 916 5
65 307 11
65 353 25
65 650 69
65 686 -99
65 821 -80
65 854 64
65 905 92
65 947 71
66 117 -74
66 119 91
66 372 -38
66 405 -5
66 667 -67
66 916 -65
66 992 -47
67 508 65
67 519 -23
67 766 75
67 840 -3
67 923 -53
68 97 32
68 217 60
68 279 -33
68 340 7
68 435 82
68 438 -3
68 570 -30
68 571 51
68 648 -86
68 815 -79
69 111 42
69 246 -29
69 411 99
69 525 -55
69 546 76
69 567 95
69 910 -66
69 912 -14
69 930 -86
70 171 18
70 345 -97
70 362 -41
70 365 68
70 434 -6
70 726 -76
70 852 23
70 857 -6
70 914 -63
70 959 1
70 989 -89
70 999 73
71 228 49
71 259 -77
71 398 -63
71 641 -42
71 648 -15
71 784 14
72 151 -76
72 279 -13
72 362 -47
72 511 -85
72 529 -21
72 824 -17
72 833 -53
72 994 47
73 112 -21
73 210 -98
73 245 18
73 250 56
73 340 12
73 539 48
73 560 -64
73 611 95
73 645 93
73 673 25
73 742 65
73 982 17
73 998 71
74 95 88
74 154 26
74 189 79
74 193 99
74 319 -38
74 451 -53
74 497 3
74 752 -60
74 863 -79
74 892 -41
74 930 31
75 185 -75
75 266 33
75 373 -16
75 747 62
75 842 -24
75 851 -99
76 346 99
76 408 68
76 462 45
76 551 4
76 566 -76
76 572 -88
76 671 30
76 709 -13
76 795 93
76 813 -69
76 841 6
77 130 24
77 239 -1
77 310 3
77 362 -11
77 407 63
77 524 -27
77 534 3
77 558 -77
77 591 17
77 599 -6
77 714 11
77 853 50
78 201 -74
78 202 44
78 477 -85
78 584 68
78 910 57
78 961 66
79 96 -6
79 179 38
79 230 88
79 242 -85
79 312 39
79 317 56
79 478 68
79 491 -1
79 501 20
79 832 11
79 863 2
79 897 29
79 975 -74
80 152 -76
80 199 56
80 282 11
80 332 51
80 333 42
80 337 -11
80 377 1
80 399 24
80 442 -15
80 553 98
80 646 -69
80 784 7
80 999 -96
81 127 -3
81 162 91
81 208 -42
81 217 -38
81 350 97
81 385 -1
81 482 64
81 581 -95
81 742 51
81 778 -17
81 884 -80
81 929 89
81 950 48
82 121 78
82 335 40
82 416 -27
82 596 -14
82 682 -84
82 752 58
83 337 83
83 439 -35
83 494 57
83 510 -59
83 853 -3
84 245 48
84 266 -12
84 320 86
84 457 58
84 484 82
84 544 32
84 610 -83
84 694 -81
84 954 98
85 167 -39
85 262 17
85 480 -30
85 532 66
85 550 -15
85 612 -83
85 717 -36
85 843 68
86 117 -2
86 311 5
86 343 -18
86 411 -76
86 412 -96
86 495 93
86 519 -57
86 637 4
86 640 51
86 742 20
86 883 58
86 994 -6
87 171 42
87 277 50
87 374 24
87 439 31
87 498 90
87 517 -82
87 577 -55
87 586 -76
87 779 4
87 800 10
88 200 -21
88 249 95
88 307 -18
88 363 85
88 685 -57
88 716 65
88 846 6
88 923 21
88 989 57
89 144 5
89 176 -51
89 324 -63
89 350 0
89 423 -86
89 484 -66
89 527 -96
89 560 90
89 626 17
89 627 -61
89 717 -83
89 842 31
90 204 -35
90 223 35
90 326 70
90 386 18
90 604 -24
90 605 -31
90 628 14
90 743 -14
90 766 -12
90 871 -95
91 164 -61
91 203 -91
91 241 -71
91 276 54
91 351 32
91 366 -77
91 387 30
91 440 74
91 565 -70
91 750 -55
92 121 -42
92 180 -60
92 203 -61
92 350 53
92 553 -19
92 767 33
92 987 28
93 103 62
93 125 38
93 175 9
93 270 33
93 395 -54
93 630 -52
93 659 67
93 742 -14
93 792 -40
94 149 -34
94 257 56
94 285 15
94 368 -77
94 410 97
94 470 -76
94 676 89
94 741 53
95 346 50
95 617 -79
95 767 -61
95 781 67
95 816 -92
95 998 -82
96 121 -49
96 416 -37
96 603 -66
96 617 41
96 676 -98
96 909 81
96 927 -43
96 965 -64
97 147 73
97 252 73
97 627 83
97 651 -72
97 667 -55
97 810 -85
97 823 -24
97 910 30
97 942 -64
98 298 -45
98 500 -65
98 548 -41
98 571 86
98 904 51
98 944 -87
99 177 22
99 218 -6
99 247 88
99 349 82
99 468 0
99 496 -14
99 504 -92
99 506 -13
99 966 3
100 143 -72
100 241 -72
100 275 75
100 544 -80
100 573 73
100 600 4
100 778 21
100 792 -27
101 196 15
101 252 -13
101 334 31
101 390 -89
101 398 -24
101 434 70
101 440 -23
101 457 33
101 520 -10
101 531 97
101 550 -62
101 558 86
101 585 72
101 674 -16
101 682 88
101 769 19
101 794 58
102 217 -68
102 331 7
102 370 -38
102 397 -87
102 599 79
102 814 57
102 918 -88
102 967 -46
103 178 -94
103 222 18
103 339 81
103 479 14
103 574 -79
103 735 2
103 750 2
103 779 99
103 987 4
103 994 -67
104 186 91
104 197 54
104 240 31
104 296 -76
104 342 94
104 583 61
104 731 50
104 795 26
104 856 -11
105 135 55
105 139 48
105 245 61
105 249 -42
105 408 83
105 416 57
105 553 63
105 761 22
105 887 50
106 118 41
106 149 -64
106 204 74
106 217 38
106 248 -22
106 387 -26
106 529 3
106 595 70
106 707 5
106 715 -80
106 751 68
106 754 34
106 863 59
106 902 -52
106 981 -68
107 122 -6
107 184 -16
107 197 -52
107 277 -26
107 420 49
107 618 -15
107 623 -40
107 701 -75
107 859 -61
108 122 -26
108 198 27
108 334 57
108 371 -73
108 547 -78
108 697 59
108 755 -84
108 756 -56
108 959 40
109 208 -42
109 486 -44
109 608 71
109 680 89
109 766 95
109 786 8
109 958 -76
110 302 -10
110 387 22
110 469 57
110 668 58
110 748 -32
110 791 -95
111 303 -83
111 362 -71
111 379 -37
111 437 -48
111 515 -77
111 522 30
111 567 2
111 570 65
111 574 28
111 678 93
111 724 98
111 807 -98
111 935 -83
112 174 18
112 203 92
112 310 -7
112 486 -12
112 558 13
112 948 62
113 330 -14
113 831 28
114 134 -69
114 161 84
114 221 22
114 511 25
114 555 97
114 612 46
114 718 -44
114 748 16
114 978 75
115 129 -93
115 416 78
115 496 5
115 504 36
115 564 -54
115 593 -75
115 606 51
115 642 -94
115 647 81
115 695 -72
115 721 56
115 765 -92
116 125 45
116 169 33
116 364 -11
116 454 -70
116 815 37
116 891 20
116 934 -95
117 282 63
117 291 71
117 413 -5
117 699 -25
117 759 20
118 144 -69
118 202 37
118 258 5
118 384 88
118 541 -86
118 564 -45
118 584 -25
118 643 95
118 719 1
118 941 -63
118 945 -78
118 992 90
119 134 73
119 262 0
119 267 -69
119 388 95
119 552 -67
119 798 -4
119 842 57
119 936 -87
119 937 83
120 307 -28
120 341 65
120 362 26
120 408 25
120 490 28
120 495 40
120 522 92
120 537 -68
120 760 77
120 811 -91
120 889 28
120 958 82
120 964 24
121 184 -61
121 210 2
121 216 12
121 347 63
121 373 79
121 476 81
121 550 38
121 687 10
121 762 51
121 793 29
121 971 50
121 999 -57
122 155 42
122 157 -6
122 242 72
122 447 62
122 451 56
122 467 -26
122 977 -6
123 212 83
123 275 -42
123 338 -78
123 390 88
123 526 44
123 527 -97
123 599 -19
123 737 7
123 779 87
123 861 -21
123 868 9
123 953 -19
124 282 38
124 363 32
124 378 -66
124 396 -62
124 428 19
124 552 -11
124 607 -29
124 638 43
124 695 -18
124 758 -76
125 173 -96
125 237 6
125 247 -18
125 268 68
125 380 -67
125 382 0
125 448 -76
125 486 -91
125 610 -4
125 766 -55
125 787 -84
125 830 52
125 835 38
125 891 -10
125 920 -11
126 186 38
126 189 -18
126 396 -12
126 554 64
126 572 -19
126 690 40
126 855 69
126 867 -21
126 878 96
126 879 -7
127 187 8
127 332 -52
127 413 43
127 499 79
127 690 -38
127 702 38
127 778 87
127 911 64
128 133 -55
128 317 -36
128 426 -15
128 482 -22
128 494 30
128 531 46
128 544 -52
128 656 44
128 675 -9
128 678 13
128 737 -96
128 757 0
128 932 -32
129 143 -67
129 295 -16
129 391 47
129 473 98
130 252 25
130 276 -61
130 332 -1
130 357 13
130 572 69
130 598 -40
130 763 -52
130 843 75
130 905 -67
130 919 54
130 941 -33
131 291 12
131 389 42
131 553 -18
131 581 38
131 697 85
131 728 -8
131 854 -26
131 915 -41
132 161 -17
132 260 87
132 305 -8
132 493 -68
132 615 -96
132 717 15
132 766 88
132 836 98
132 837 -22
132 851 -70
132 852 0
132 867 40
132 873 17
132 880 88
132 935 -53
133 269 12
133 348 -79
133 422 -27
133 497 -99
133 527 -35
133 996 -2
134 177 83
134 306 38
134 322 52
134 324 -29
134 502 -80
134 520 -81
134 521 58
134 682 66
134 693 99
134 705 19
134 810 -90
134 893 77
135 148 45
135 179 10
135 289 -57
135 379 91
135 468 27
135 543 -70
135 595 60
135 639 -96
135 747 34
135 772 71
135 810 79
135 812 -45
135 825 -76
135 916 0
135 939 -98
135 965 -51
136 225 -20
136 358 -2
136 379 94
136 467 -1
136 501 56
136 544 7
136 735 -43
136 785 41
136 935 67
137 284 7
137 402 -8
137 683 -83
137 800 -6
137 867 11
138 163 70
138 326 -26
138 665 60
138 940 -77
139 157 -4
139 333 36
139 469 -76
139 484 62
139 517 -44
139 654 -64
139 703 5
139 742 -24
139 751 -68
139 827 9
139 947 22
139 980 3
140 157 26
140 240 -72
140 252 17
140 375 59
140 424 74
140 432 31
140 498 29
140 506 -93
140 597 -44
140 989 -35
141 210 -93
141 226 65
141 365 32
141 416 37
141 558 38
141 596 94
141 671 5
141 708 25
141 745 -53
141 982 90
142 151 88
142 330 71
142 382 -4
142 408 -21
142 428 -99
142 462 73
142 534 27
142 564 -7
142 626 0
142 745 -67
142 763 21
142 834 85
142 928 14
142 979 -81
143 321 -41
143 366 -16
143 449 55
143 487 67
143 527 -12
143 834 55
144 325 61
144 619 62
144 623 17
144 625 -80
144 702 31
144 806 54
144 974 42
145 206 -37
145 340 25
145 402 -62
145 409 48
145 516 77
145 565 81
145 584 -62
145 703 59
145 728 -24
145 750 0
145 766 -43
145 801 25
145 803 -55
145 844 -87
146 148 35
146 301 -69
146 393 84
146 444 96
146 455 -52
146 484 31
146 719 64
146 891 -41
146 924 -45
146 963 -61
147 255 73
147 328 -70
147 354 -73
147 407 -71
147 424 60
147 498 -42
147 564 -82
147 656 34
147 660 -15
147 794 42
148 340 32
148 441 29
148 519 58
148 802 6
148 824 -51
149 265 80
149 304 9
149 315 41
149 517 -99
149 560 6
149 578 -63
149 995 -25
150 165 79
150 317 84
150 511 86
150 543 95
150 621 -73
150 659 89
150 672 -80
150 694 9
150 750 3
150 754 -21
150 941 -1
151 152 -90
151 372 80
151 375 21
151 391 24
151 410 7
151 534 51
151 632 70
151 689 -37
151 765 62
151 845 64
152 198 -38
152 409 -36
152 469 81
152 567 60
152 598 6
152 969 -76
153 233 76
153 259 -9
153 507 -22
153 597 73
153 766 -82
153 829 69
153 843 0
153 912 4
153 932 23
153 934 58
154 217 -88
154 475 -51
154 495 1
154 598 -21
154 642 79
154 667 60
154 694 -81
154 737 -19
154 987 44
155 431 3
155 484 -49
155 492 2
155 603 -70
155 741 -79
155 770 -99
155 812 14
155 823 61
155 838 -6
155 841 52
155 964 -77
156 338 23
156 405 76
156 608 34
156 870 19
156 876 55
156 918 -73
156 936 68
156 945 8
157 164 70
157 170 -17
157 233 -85
157 277 -75
157 306 -45
157 434 -55
157 491 4
157 523 51
157 549 -16
157 624 18
157 846 33
158 234 57
158 491 -40
158 522 52
158 638 1
158 649 -68
158 689 16
158 792 -94
158 919 74
159 160 -36
159 415 12
159 547 -48
159 551 -97
159 604 23
159 673 29
159 713 33
159 732 -23
159 912 71
159 933 -82
160 196 -44
160 432 -5
160 443 60
160 473 -13
160 554 -26
160 818 -42
160 964 -33
160 970 43
160 992 66
161 197 -81
161 249 -77
161 376 37
161 405 78
161 444 -58
161 473 12
161 514 -60
161 546 72
161 792 -33
161 794 -69
161 821 36
161 822 -93
161 839 46
162 181 -92
162 264 68
162 400 -4
162 472 -16
162 515 -50
162 616 -85
162 687 -63
162 793 -24
162 853 64
163 274 13
163 294 39
163 623 92
163 777 43
163 842 29
163 962 92
164 195 28
164 280 48
164 363 -73
164 498 -69
164 506 19
164 547 62
164 824 32
164 858 40
164 984 60
165 353 83
165 525 68
165 584 12
165 668 61
165 797 52
165 882 -86
166 266 93
166 321 92
166 362 -27
166 536 95
166 626 -55
166 811 53
166 823 93
166 865 39
166 952 -78
167 220 -70
167 231 -53
167 372 -46
167 405 -59
167 632 -83
167 761 84
167 777 32
167 789 -70
167 814 32
167 894 48
167 921 -19
167 999 92
168 193 -2
168 244 -78
168 338 -69
168 366 47
168 427 -23
168 496 -4
168 615 38
168 648 -27
168 691 41
168 961 56
169 201 30
169 433 32
169 596 66
169 699 15
169 703 91
169 727 -61
169 736 23
169 826 -79
169 902 80
169 942 -63
169 957 8
170 251 -1
170 311 -74
170 366 13
170 451 -52
170 454 12
170 499 -28
170 510 -45
170 539 13
170 553 -13
170 819 93
170 863 -63
170 964 95
170 984 84
171 194 -18
171 551 99
171 641 -99
171 955 -88
172 273 -26
172 275 -18
172 326 25
172 334 -47
172 341 -68
172 482 76
172 726 -41
172 794 10
172 808 -47
173 364 31
173 365 89
173 396 32
173 553 24
173 617 64
173 644 -14
173 658 27
173 711 -28
173 767 -72
174 323 87
174 373 96
174 436 -12
174 462 65
174 507 43
174 599 99
174 755 43
175 369 -12
175 430 11
175 474 -57
175 562 -13
175 649 13
175 777 85
175 876 -21
176 251 91
176 254 5
176 318 9
176 393 -31
176 449 -19
176 559 34
176 587 -40
176 840 -15
177 287 -64
177 397 55
177 772 69
177 894 -91
177 935 16
178 318 -15
178 377 -98
178 378 71
178 422 -36
178 535 -6
178 554 55
178 578 -18
178 678 -1
178 979 -22
179 198 -28
179 239 -38
179 406 0
179 431 -95
179 461 -50
179 560 69
179 678 97
179 751 -73
179 900 72
180 354 68
180 379 -99
180 494 95
180 647 21
180 787 97
180 878 15
180 889 -14
180 893 -27
180 904 -30
180 970 -16
181 266 -79
181 295 2
181 323 -25
181 428 -60
181 446 -68
181 680 44
181 732 -65
181 783 -20
181 963 -1
182 243 -42
182 370 -98
182 583 67
182 624 69
182 788 13
183 340 -35
183 462 99
183 636 78
183 906 55
183 942 8
184 484 40
184 625 -64
185 213 23
185 260 -37
185 266 -52
185 269 -11
185 421 46
185 603 -36
185 820 95
185 829 15
185 845 -17
185 913 -25
186 209 62
186 277 -71
186 278 32
186 418 30
186 610 26
186 725 -37
186 815 87
186 823 31
186 911 -96
186 935 45
187 222 7
187 370 -64
187 459 -74
187 652 -33
187 906 96
187 970 89
188 256 -19
188 270 42
188 280 -65
188 461 83
188 465 2
188 533 98
188 642 -97
188 767 68
188 810 -31
188 848 45
188 864 -55
188 870 -81
188 996 -88
189 279 7
189 386 -85
189 558 73
190 236 -35
190 400 99
190 480 37
190 571 -23
190 769 60
190 771 71
190 871 -71
190 908 6
190 926 0
190 943 -27
191 209 -77
191 295 49
191 436 74
191 510 -66
191 529 -88
191 658 -34
191 690 -88
191 701 48
191 738 -22
191 983 54
191 997 6
192 248 75
192 292 -97
192 300 -10
192 450 -96
192 516 42
192 553 57
192 638 -44
192 676 -71
192 836 10
192 966 6
193 266 9
193 325 -29
193 354 -58
193 383 -69
193 474 21
193 514 -49
193 531 10
193 879 20
193 913 -8
193 980 -39
193 993 61
194 226 -14
194 693 -85
194 772 77
194 872 38
195 298 3
195 319 84
195 340 60
195 458 -33
195 470 1
195 731 -29
195 855 -82
195 856 59
195 896 -29
196 328 -39
196 393 10
196 552 19
196 554 29
196 668 -78
196 697 -9
196 742 -63
196 848 -1
196 929 36
196 949 95
197 256 78
197 280 12
197 301 -75
197 329 25
197 410 -3
197 559 -57
197 725 -14
197 737 -43
197 747 57
197 974 37
198 292 -20
198 332 49
198 415 1
198 542 6
198 603 -98
198 777 83
199 215 -2
199 256 -67
199 259 -3
199 349 -46
199 461 17
199 500 0
199 574 -46
199 616 -76
199 724 21
199 756 97
199 822 35
200 222 37
200 422 30
200 481 30
200 495 70
200 545 72
200 590 50
200 609 -16
200 747 52
200 962 -72
200 985 83
201 202 56
201 355 64
201 472 -65
201 482 32
201 621 -72
201 764 -26
201 832 -87
201 859 -86
201 981 63
202 265 24
202 517 -74
202 717 -29
202 826 -68
203 256 -93
203 263 -20
203 473 64
203 498 29
203 727 -60
204 216 -31
204 557 -88
204 611 15
204 705 53
204 967 -49
205 315 -22
205 365 -71
205 377 -28
205 385 9
205 523 14
205 524 52
205 622 18
205 629 -98
205 658 73
205 694 17
205 875 70
205 912 -32
205 988 -17
206 497 31
206 503 71
206 558 -41
206 664 -41
206 762 -75
206 792 99
206 862 60
206 934 8
207 259 -42
207 318 62
207 461 -56
207 504 22
207 669 16
207 778 -14
207 817 94
207 883 32
207 996 34
208 376 19
208 400 -39
208 440 64
208 619 2
208 659 -36
208 811 98
208 934 28
208 940 13
208 958 7
208 979 -94
209 439 -61
209 500 -58
209 862 -94
209 964 -20
209 998 43
210 221 -21
210 224 -53
210 287 34
210 359 55
210 386 -88
210 431 87
210 435 54
210 528 -52
210 574 -94
210 598 -72
210 688 90
210 710 -37
210 747 59
210 812 62
210 849 -89
210 858 73
211 256 -49
211 285 5
211 459 -96
211 532 87
211 632 59
211 722 -89
211 774 15
211 809 16
211 911 72
212 259 31
212 346 66
212 434 -12
212 436 82
212 449 -80
212 480 83
212 808 38
212 867 55
213 219 18
213 228 25
213 257 31
213 485 -5
213 512 -15
213 539 -30
213 641 29
213 860 23
213 915 44
213 976 75
214 231 35
214 439 0
214 449 -11
214 641 8
214 816 -96
214 822 -92
214 934 38
215 417 51
215 522 61
215 587 -23
215 664 92
215 896 -6
216 382 43
216 451 20
216 462 34
216 621 -31
217 294 -33
217 456 -13
217 475 -81
217 498 -44
217 601 -28
217 616 -85
217 775 24
217 828 9
217 855 36
217 939 -18
217 953 -4
217 958 84
218 222 -86
218 385 71
218 597 2
218 852 -59
218 879 -51
219 329 -82
219 385 14
219 435 95
219 450 -59
219 566 -79
219 715 -84
220 456 -89
220 471 29
220 691 -52
220 708 74
220 798 -56
220 853 69
220 923 69
220 956 -21
221 334 -94
221 362 64
221 425 78
221 596 16
221 692 52
221 726 -82
221 867 -61
221 918 -53
222 320 64
222 329 -84
222 351 -33
222 354 47
222 590 -70
222 829 22
222 847 87
222 948 42
223 298 -32
223 582 56
223 766 42
223 849 7
223 859 45
223 922 94
223 940 6
223 991 56
223 998 -45
224 328 96
224 370 58
224 527 55
224 676 45
224 730 -51
224 748 -90
224 786 -22
224 857 -78
224 930 13
225 266 -79
225 288 59
225 398 -85
225 618 -35
225 714 -46
225 730 -88
225 800 -38
225 860 -9
225 873 -86
225 894 -73
226 286 4
226 405 -8
226 499 30
226 573 -48
226 577 10
226 581 -70
226 654 6
226 845 18
227 291 -99
227 437 -32
227 784 -69
227 814 -52
227 845 24
227 889 52
228 338 82
228 342 57
228 459 -43
228 585 48
228 633 43
228 665 -55
228 890 63
228 960 -29
229 336 64
229 389 1
229 425 15
229 778 65
229 958 38
230 397 59
230 611 -4
230 725 98
230 929 -5
230 936 -6
230 949 68
231 771 14
231 790 99
231 946 -56
232 334 -34
232 357 64
232 538 34
233 250 62
233 281 68
233 323 33
233 347 -47
233 366 81
233 614 -41
233 763 -40
233 865 95
234 310 12
234 558 94
234 579 -45
234 708 13
234 905 -44
235 236 -51
235 333 77
235 370 82
235 613 -21
235 644 29
235 663 26
235 711 55
235 764 25
235 795 -73
235 900 55
235 953 40
235 991 16
236 460 51
236 511 47
236 596 50
236 710 63
236 935 -10
237 332 90
237 336 -82
237 721 -17
237 810 -41
237 849 -98
238 240 -27
238 352 -96
238 451 -59
